ID	Gene description	Gene symbol	Transpath ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
ENSG00000001497	LAS1 like, ribosome biogenesis factor	LAS1L	MO000132607	las1L(h)	6.3	4.0	29155.0	0.54446524	0.021	1.3193985	491.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000005381	myeloperoxidase	MPO	MO000068860,MO000102726	myeloperoxidase(h),myeloperoxidase-isoform-H14(h)	4.95	4.0	50555.0	0.591635875	0.0345	1.4933980500000001	405.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000013561	ring finger protein 14	RNF14	MO000099090	ARA54(h)	8.095	4.0	6568.0	0.3157085	0.045	2.3292177	371.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000023734	serine/threonine kinase receptor associated protein	STRAP	MO000095096,MO000095097	STRAP(h),STRAP-isoform1(h)	3.15	4.0	51237.0	0.7389183	0.006500000000000001	2.06247845	182.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000028137	TNF receptor superfamily member 1B	TNFRSF1B	MO000020130,MO000132107	TNFR2(h),TNFR2-isoform1(h)	4.95	4.0	50581.0	0.591568825	0.026	1.597194	386.5	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000050748	mitogen-activated protein kinase 9	MAPK9	MO000030860,MO000030999	JNK2(h){p},JNK2alpha-2(h){p}	3.15	4.0	79347.0	0.7779028	0.034	1.46814975	304.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000061938	tyrosine kinase non receptor 2	TNK2	MO000044016,MO000110737,MO000111484,MO000254082	ACK-1(h),ACK-1(h){pY},ACK-1-isoform1(h),ACK-1-isoform2(h)	6.5312501	4.0	15027.75	0.426631855	0.023	2.690354325	362.5	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000064012	caspase 8	CASP8	MO000042054	p38alpha(h){p}:Caspase-8(h)	4.95	4.0	46513.0	0.5926331	0.025	1.4795	406.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000065268	WD repeat domain 18	WDR18	MO000193994	WDR18(h)	6.3	4.0	29149.0	0.544468	0.021	1.7906493	384.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000065833	malic enzyme 1	ME1	MO000105406	NADP-dependent malic enzyme(h)	4.7250004	4.0	37922.0	0.64188945	0.014	1.3661877	387.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000067182	TNF receptor superfamily member 1A	TNFRSF1A	MO000257845	TNFR1-isoform2(h)	4.95	4.0	48151.0	0.5922026	0.025	1.3118122	444.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000068308	OTU deubiquitinase 5	OTUD5	MO000189884,MO000189885,MO000189886	OTUD5(h),OTUD5-isoform1(h),OTUD5-isoform2(h)	3.15	4.0	52362.0	0.7439700566666666	0.0023333333333333335	1.6444663333333331	252.33333333333334	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000070770	casein kinase 2 alpha 2	CSNK2A2	MO000030842,MO000030844	CKII-alpha(h):CKII-alpha2(h):(CKII-beta(h))2:SUPT16H(h):SSRP1(h),CKII-alpha2(h):CKII-beta(h):SUPT16H(h):SSRP1(h)	3.15	4.0	66035.0	0.785499265	0.005	2.17461695	133.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000071243	inhibitor of growth family member 3	ING3	MO000152222	Eaf4(h)	8.85	4.0	1829.0	0.24970436	0.039	2.365417	392.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000071655	methyl-CpG binding domain protein 3	MBD3	MO000031094	MTA1L1(h):Mi2-BETA(h):HDAC1(h):RbAp48(h):mbd3(h)	3.15	4.0	66036.0	0.7854997	0.005	1.5923324	242.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000072401	ubiquitin conjugating enzyme E2 D1	UBE2D1	MO000280507	Ubc5A(h):ubiquitin(h)	4.875	4.0	34143.0	0.59441173	0.024	2.1874514	242.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000074590	NUAK family kinase 1	NUAK1	MO000041874,MO000132971,MO000269996	nuak1(h),nuak1-isoform1(h),nuak1-isoform1(h){pT211}	4.305	4.0	48895.333333333336	0.7054547266666668	0.004333333333333334	2.3473021666666667	233.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000075218	G2 and S-phase expressed 1	GTSE1	MO000153716	gtse1(h)	6.3	4.0	27483.0	0.5447198	0.02	1.9934617	332.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000077721	ubiquitin conjugating enzyme E2 A	UBE2A	MO000044771	rad6A(h)	1.65	4.0	66292.0	0.8831477	0.002	1.3212055	282.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000078304	protein phosphatase 2 regulatory subunit B'gamma	PPP2R5C	MO000042160,MO000114735,MO000114737,MO000114738	B56gamma(h),B56gamma-isoform1(h),B56gamma-isoform2(h),B56gamma-isoform3(h)	1.96875	4.0	66415.25	0.8601419275	0.0027500000000000003	1.8916065000000002	164.5	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000079246	X-ray repair cross complementing 5	XRCC5	MO000031220,MO000079248,MO000151603	DNA-PKcs(h):Ku70(h):Ku80(h),Ku80(h)	3.5	4.0	56573.0	0.7200824533333332	0.015666666666666666	1.7197293333333334	267.6666666666667	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000082212	malic enzyme 2	ME2	MO000105397	NAD-dependent malic enzyme,mitochondrial 2(h)	6.3	4.0	29123.0	0.5444862	0.023	1.6577915	409.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000086758	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	HUWE1	MO000083451	MULE-isoform1(h)	3.15	4.0	72942.0	0.78198516	0.014	1.8911813	196.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000087586	aurora kinase A	AURKA	MO000046121	Aurora-A{pT288}:tpx2{pS}	3.6	4.0	75536.0	0.7818206	0.001	1.5403731	280.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000088325	TPX2, microtubule nucleation factor	TPX2	MO000046121	Aurora-A{pT288}:tpx2{pS}	3.6	4.0	75536.0	0.7818206	0.001	1.5403731	280.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000092201	SPT16 homolog, facilitates chromatin remodeling subunit	SUPT16H	MO000030840,MO000030842,MO000030844	CKII-alpha(h):CKII-alpha2(h):(CKII-beta(h))2:SUPT16H(h):SSRP1(h),CKII-alpha2(h):CKII-beta(h):SUPT16H(h):SSRP1(h),SUPT16H(h)	3.5	4.0	57677.333333333336	0.75434533	0.004333333333333334	2.178031466666667	146.33333333333334	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000099331	myosin IXB	MYO9B	MO000057010	Myosin-9B(h)	6.3	4.0	27483.0	0.5447705	0.02	1.6960834	391.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100348	thioredoxin 2	TXN2	MO000058368	Trx2(h)	4.62	4.0	35447.0	0.64302385	0.022	1.7404792	299.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100387	ring-box 1	RBX1	MO000044971	Roc1:CUL-5:elongin C:elongin B:E4orf6:E1B55K	3.6	4.0	58025.0	0.78808475	0.0	2.3826692	87.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100462	protein arginine methyltransferase 5	PRMT5	MO000082834	SKB1-isoform1(h)	3.15	4.0	66029.0	0.68457544	0.023	1.2066268	394.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100644	hypoxia inducible factor 1 alpha subunit	HIF1A	MO000038912	HIF-1alpha{hydP}:p53:mdm2	5.535	4.0	24915.0	0.595529	0.003	2.4044902	205.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100749	vaccinia related kinase 1	VRK1	MO000159407,MO000159408	vrk1(h)	3.15	4.0	47209.0	0.73953127	0.0045000000000000005	1.60716585	266.5	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100811	YY1 transcription factor	YY1	MO000025267,MO000103163,MO000314560	YY1(h),YY1(h){ace},YY1(h){pS184}	6.1533335	4.0	13844.0	0.4309045	0.019666666666666666	2.5596973666666667	344.3333333333333	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000100823	apurinic/apyrimidinic endodeoxyribonuclease 1	APEX1	MO000021414,MO000085463	Ref-1(h)	2.1	4.0	61085.5	0.8103139100000001	0.0035	1.7684297	200.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000101096	nuclear factor of activated T-cells 2	NFATC2	MO000026044	NFATc2(h)	4.7250004	4.0	50456.0	0.58978283	0.046	1.5657512	406.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000101146	ribonucleic acid export 1	RAE1	MO000104646,MO000104647	rae1(h)	7.56000025	4.0	10563.5	0.39811206499999996	0.018000000000000002	2.49746805	330.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000101266	casein kinase 2 alpha 1	CSNK2A1	MO000030842	CKII-alpha(h):CKII-alpha2(h):(CKII-beta(h))2:SUPT16H(h):SSRP1(h)	3.15	4.0	66035.0	0.7854992	0.005	2.1758943	133.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000101412	E2F transcription factor 1	E2F1	MO000004274,MO000083592	E2F-1(h)	4.2075001499999996	4.0	47790.0	0.639197185	0.0305	1.5514811499999999	349.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000102096	Pim-2 proto-oncogene, serine/threonine kinase	PIM2	MO000130657	Pim-2(h)	2.575	4.0	60391.0	0.8029707	0.004	1.091693	328.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000103194	ubiquitin specific peptidase 10	USP10	MO000086715,MO000086716,MO000179276	USP10(h),USP10-isoform1(h),USP10-isoform2(h)	3.15	4.0	65273.333333333336	0.7499111333333333	0.005666666666666667	1.4605849	305.6666666666667	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000103363	elongin B	ELOB	MO000019874,MO000044971,MO000286275	Roc1:CUL-5:elongin C:elongin B:E4orf6:E1B55K,elongin B(h),elongin B-isoform2(h)	5.3999998666666675	4.0	30524.333333333332	0.59395884	0.006666666666666667	2.827503266666667	206.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000104313	EYA transcriptional coactivator and phosphatase 1	EYA1	MO000167052	eya1(h)	7.3500004	4.0	15996.0	0.44740534	0.032	2.2718906	336.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000105146	aurora kinase C	AURKC	MO000045241	Aurora-C(h){p}	5.8950005	4.0	11496.0	0.4983496	0.01	2.2648554	313.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000105185	programmed cell death 5	PDCD5	MO000160927	pdcd5(h)	6.3	4.0	21938.0	0.49644375	0.037	2.0415435	370.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000106009	BRCA1 associated ATM activator 1	BRAT1	MO000111226	BAAT1-isoform1(h)	6.3	4.0	27946.0	0.5446901	0.02	1.8640506	357.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000106305	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	AIMP2	MO000099301,MO000099303	JTV-1(h),JTV1(h)	6.3	4.0	14858.0	0.47212133	0.012499999999999999	3.789031	317.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000107643	mitogen-activated protein kinase 8	MAPK8	MO000030997,MO000112402	JNK1(h){pT183}{pY185},JNK1alpha1(h){p}	3.375	4.0	64238.0	0.78582997	0.0085	2.07466225	147.5	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000108773	lysine acetyltransferase 2A	KAT2A	MO000025870	GCN5(h)	5.8950005	4.0	37438.0	0.5931226	0.04	1.8934526	301.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
ENSG00000109339	mitogen-activated protein kinase 10	MAPK10	MO000030885,MO000153681	JNK3(h){p},JNK3alpha1(h){p}	3.375	4.0	75263.0	0.780298655	0.015	1.5317995500000001	265.0	["MO000019548","MO000056623","MO000057270","MO000057556"]	["p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
