ID	Gene symbol ID
ENSG00000005339	CREBBP
ENSG00000008056	SYN1
ENSG00000008710	PKD1
ENSG00000010610	CD4
ENSG00000010671	BTK
ENSG00000010810	FYN
ENSG00000011304	PTBP1
ENSG00000011422	PLAUR
ENSG00000011465	DCN
ENSG00000014216	CAPN1
ENSG00000014257	ACPP
ENSG00000015285	WAS
ENSG00000017427	IGF1
ENSG00000026025	VIM
ENSG00000026103	FAS
ENSG00000026508	CD44
ENSG00000034971	MYOC
ENSG00000035115	SH3YL1
ENSG00000038427	VCAN
ENSG00000049323	LTBP1
ENSG00000049540	ELN
ENSG00000050820	BCAR1
ENSG00000061676	NCKAP1
ENSG00000064012	CASP8
ENSG00000064961	HMG20B
ENSG00000067606	PRKCZ
ENSG00000067900	ROCK1
ENSG00000070087	PFN2
ENSG00000071051	NCK2
ENSG00000072832	CRMP1
ENSG00000075624	ACTB
ENSG00000076641	PAG1
ENSG00000077348	EXOSC5
ENSG00000077782	FGFR1
ENSG00000077942	FBLN1
ENSG00000078018	MAP2
ENSG00000080815	PSEN1
ENSG00000080824	HSP90AA1
ENSG00000081052	COL4A4
ENSG00000081237	PTPRC
ENSG00000082781	ITGB5
ENSG00000084463	WBP11
ENSG00000087077	TRIP6
ENSG00000087245	MMP2
ENSG00000087266	SH3BP2
ENSG00000087303	NID2
ENSG00000089159	PXN
ENSG00000091513	TF
ENSG00000091831	ESR1
ENSG00000092820	EZR
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000099942	CRKL
ENSG00000100097	LGALS1
ENSG00000100106	TRIOBP
ENSG00000100342	APOL1
ENSG00000100393	EP300
ENSG00000100985	MMP9
ENSG00000101096	NFATC2
ENSG00000101266	CSNK2A1
ENSG00000101336	HCK
ENSG00000103266	STUB1
ENSG00000103275	UBE2I
ENSG00000103653	CSK
ENSG00000104067	TJP1
ENSG00000104415	WISP1
ENSG00000105229	PIAS4
ENSG00000105329	TGFB1
ENSG00000105397	TYK2
ENSG00000105464	GRIN2D
ENSG00000105647	PIK3R2
ENSG00000105974	CAV1
ENSG00000105976	MET
ENSG00000106299	WASL
ENSG00000106976	DNM1
ENSG00000107338	SHB
ENSG00000108424	KPNB1
ENSG00000108518	PFN1
ENSG00000108821	COL1A1
ENSG00000108953	YWHAE
ENSG00000109062	SLC9A3R1
ENSG00000109072	VTN
ENSG00000109320	NFKB1
ENSG00000109971	HSPA8
ENSG00000110422	HIPK3
ENSG00000110786	PTPN5
ENSG00000111676	ATN1
ENSG00000111679	PTPN6
ENSG00000111859	NEDD9
ENSG00000112715	VEGFA
ENSG00000113070	HBEGF
ENSG00000113140	SPARC
ENSG00000114270	COL7A1
ENSG00000115325	DOK1
ENSG00000115414	FN1
ENSG00000115461	IGFBP5
ENSG00000115904	SOS1
ENSG00000116106	EPHA4
ENSG00000116141	MARK1
ENSG00000116478	HDAC1
ENSG00000116560	SFPQ
ENSG00000116679	IVNS1ABP
ENSG00000116824	CD2
ENSG00000116962	NID1
ENSG00000117122	MFAP2
ENSG00000117560	FASLG
ENSG00000117984	CTSD
ENSG00000118137	APOA1
ENSG00000118271	TTR
ENSG00000118785	SPP1
ENSG00000118898	PPL
ENSG00000120708	TGFBI
ENSG00000120738	EGR1
ENSG00000120899	PTK2B
ENSG00000121741	ZMYM2
ENSG00000122194	PLG
ENSG00000123143	PKN1
ENSG00000123384	LRP1
ENSG00000124181	PLCG1
ENSG00000124788	ATXN1
ENSG00000125378	BMP4
ENSG00000125450	NUP85
ENSG00000125753	VASP
ENSG00000125810	CD93
ENSG00000127445	PIN1
ENSG00000127824	TUBA4A
ENSG00000129219	PLD2
ENSG00000130956	HABP4
ENSG00000131788	PIAS3
ENSG00000132182	NUP210
ENSG00000132470	ITGB4
ENSG00000132535	DLG4
ENSG00000132561	MATN2
ENSG00000134352	IL6ST
ENSG00000134871	COL4A2
ENSG00000135218	CD36
ENSG00000135919	SERPINE2
ENSG00000136238	RAC1
ENSG00000136603	SKIL
ENSG00000136754	ABI1
ENSG00000136854	STXBP1
ENSG00000136999	NOV
ENSG00000137462	TLR2
ENSG00000137575	SDCBP
ENSG00000137801	THBS1
ENSG00000138448	ITGAV
ENSG00000138685	FGF2
ENSG00000138794	CASP6
ENSG00000139219	COL2A1
ENSG00000139687	RB1
ENSG00000140285	FGF7
ENSG00000140299	BNIP2
ENSG00000140443	IGF1R
ENSG00000141646	SMAD4
ENSG00000141736	ERBB2
ENSG00000141753	IGFBP4
ENSG00000141968	VAV1
ENSG00000142192	APP
ENSG00000142208	AKT1
ENSG00000142798	HSPG2
ENSG00000142864	SERBP1
ENSG00000142949	PTPRF
ENSG00000143379	SETDB1
ENSG00000143632	ACTA1
ENSG00000145675	PIK3R1
ENSG00000145715	RASA1
ENSG00000146648	EGFR
ENSG00000146674	IGFBP3
ENSG00000147044	CASK
ENSG00000148848	ADAM12
ENSG00000149269	PAK1
ENSG00000149294	NCAM1
ENSG00000149948	HMGA2
ENSG00000149968	MMP3
ENSG00000150093	ITGB1
ENSG00000150760	DOCK1
ENSG00000150995	ITPR1
ENSG00000151150	ANK3
ENSG00000151491	EPS8
ENSG00000152104	PTPN14
ENSG00000154133	ROBO4
ENSG00000154134	ROBO3
ENSG00000154229	PRKCA
ENSG00000154380	ENAH
ENSG00000156508	EEF1A1
ENSG00000158195	WASF2
ENSG00000160307	S100B
ENSG00000160691	SHC1
ENSG00000161638	ITGA5
ENSG00000161955	TNFSF13
ENSG00000162434	JAK1
ENSG00000162512	SDC3
ENSG00000163235	TGFA
ENSG00000163453	IGFBP7
ENSG00000163520	FBLN2
ENSG00000163629	PTPN13
ENSG00000163932	PRKCD
ENSG00000164305	CASP3
ENSG00000164692	COL1A2
ENSG00000164924	YWHAZ
ENSG00000165025	SYK
ENSG00000165409	TSHR
ENSG00000165702	GFI1B
ENSG00000165806	CASP7
ENSG00000166033	HTRA1
ENSG00000166147	FBN1
ENSG00000166402	TUB
ENSG00000166598	HSP90B1
ENSG00000166886	NAB2
ENSG00000166949	SMAD3
ENSG00000167193	CRK
ENSG00000167244	IGF2
ENSG00000167768	KRT1
ENSG00000168036	CTNNB1
ENSG00000168056	LTBP3
ENSG00000168542	COL3A1
ENSG00000168610	STAT3
ENSG00000168685	IL7R
ENSG00000169031	COL4A3
ENSG00000169047	IRS1
ENSG00000169398	PTK2
ENSG00000169439	SDC2
ENSG00000170027	YWHAG
ENSG00000170312	CDK1
ENSG00000170315	UBB
ENSG00000170365	SMAD1
ENSG00000170458	CD14
ENSG00000171105	INSR
ENSG00000171132	PRKCE
ENSG00000171403	KRT9
ENSG00000173039	RELA
ENSG00000173230	GOLGB1
ENSG00000173372	C1QA
ENSG00000173762	CD7
ENSG00000173801	JUP
ENSG00000174130	TLR6
ENSG00000174775	HRAS
ENSG00000175220	ARHGAP1
ENSG00000175387	SMAD2
ENSG00000175866	BAIAP2
ENSG00000175899	A2M
ENSG00000176884	GRIN1
ENSG00000177885	GRB2
ENSG00000179295	PTPN11
ENSG00000179409	GEMIN4
ENSG00000180210	F2
ENSG00000180370	PAK2
ENSG00000182492	BGN
ENSG00000182752	PAPPA
ENSG00000182866	LCK
ENSG00000185104	FAF1
ENSG00000185359	HGS
ENSG00000185591	SP1
ENSG00000186575	NF2
ENSG00000186868	MAPT
ENSG00000187498	COL4A1
ENSG00000188153	COL4A5
ENSG00000189143	CLDN4
ENSG00000196230	TUBB
ENSG00000196352	CD55
ENSG00000196405	EVL
ENSG00000196504	PRPF40A
ENSG00000196712	NF1
ENSG00000196924	FLNA
ENSG00000197043	ANXA6
ENSG00000197122	SRC
ENSG00000197321	SVIL
ENSG00000197467	COL13A1
ENSG00000197471	SPN
ENSG00000197565	COL4A6
ENSG00000197614	MFAP5
ENSG00000197694	SPTAN1
ENSG00000198668	CALM1
ENSG00000211592	IGKC
ENSG00000232810	TNF
ENSG00000254087	LYN
ENSG00000259207	ITGB3
ENSG00000261371	PECAM1
