ID	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	Gene symbol ID_1	Gene symbol
ENSG00000004897	CDC27	1.61193783929779	2817.17016246372	0.196510662385217	3.50513352475602	4.56378333096264E-4	0.00130946453910923	CDC27	
ENSG00000005339	CREBBP	-1.25668546779833	1457.52496440234	0.204604499602449	-1.61102814246473	0.107173588703008	0.163090243678491	CREBBP	
ENSG00000012048	BRCA1	2.81170100084722	426.773887385763	0.401405669897799	3.71555086724233	2.02761467963283E-4	6.34689114944607E-4	BRCA1	
ENSG00000033800	PIAS1	-1.81227152541041	879.748854395653	0.176253387867804	-4.86685183868601	1.13389969611616E-6	5.43418570423398E-6	PIAS1	
ENSG00000048392	RRM2B	-7.90554738145035	1935.19857763072	0.125870133596455	-23.6979597404434	3.78463898244266E-124	3.11728097520527E-121	RRM2B	
ENSG00000066136	NFYC	1.20781508203644	548.347742663852	0.0966566358632791	2.81821926414813	0.00482908199906939	0.0108419604031442		NFYC
ENSG00000072062	PRKACA	-1.34504661958813	1799.25257007234	0.144981974186003	-2.94971964723019	0.00318062399466344	0.00745807733043592	PRKACA	
ENSG00000075643	MOCOS	2.33371349392614	424.430004320521	0.321090733983154	3.80773197504093	1.4024715799286E-4	4.54314010750338E-4	MOCOS	
ENSG00000077238	IL4R	1.67165118125839	542.597331613035	0.180025236252683	4.1176106813932	3.82820688021097E-5	1.37962404604748E-4	IL4R	
ENSG00000077312	SNRPA	1.88598055718932	1079.40572942295	0.166204412288275	5.50716308046945	3.64662419969079E-8	2.21395783720785E-7	SNRPA	
ENSG00000080986	NDC80	4.5696857116493	456.002120749928	0.381148618358299	5.75128660886129	8.8566820462076E-9	5.84451316569092E-8	NDC80	
ENSG00000085365	SCAMP1	1.08008835338993	997.55154281088	0.225291133960182	0.493358662656463	0.621759185131188	0.701089233576328	SCAMP1	
ENSG00000086758	HUWE1	1.73982582394194	3814.24635779714	0.149049577881937	5.36024921854044	8.31072218989714E-8	4.79136596622394E-7	HUWE1	
ENSG00000087586	AURKA	6.54779176224536	1311.43192554705	0.366844719130666	7.39007078336287	1.46750670635995E-13	1.71695505275353E-12	AURKA	
ENSG00000088325	TPX2	4.10385569262502	3737.82574532443	0.335973538042968	6.0629179696325	1.33673851542082E-9	9.9790962888364E-9	TPX2	
ENSG00000090339	ICAM1	37.5155859900186	1322.72279158532	0.506307628580546	10.3285391980539	5.23517532698547E-25	1.43098653019702E-23	ICAM1	
ENSG00000090447	TFAP4	2.64361865304599	265.721460641241	0.162252031966811	8.6440463233953	5.42565413763623E-18	9.50836267666604E-17		TFAP4
ENSG00000096063	SRPK1	4.53339731980377	3469.98900369649	0.18741415932151	11.6351540168906	2.73096737144196E-31	1.04139203315325E-29	SRPK1	
ENSG00000096968	JAK2	-2.79267787943466	125.18100216681	0.212700206089263	-6.96590381007725	3.2630204331688E-12	3.32080868630976E-11	JAK2	
ENSG00000100393	EP300	1.18844202623241	1064.26354596682	0.220488299564773	1.12963603476418	0.258629620451932	0.343551119307991	EP300	
ENSG00000101266	CSNK2A1	-1.02871897449663	2654.56376201827	0.0727090195788001	-0.561813661964858	0.57424298283527	0.656923338234237	CSNK2A1	
ENSG00000104852	SNRNP70	1.35645326990658	1805.55129980682	0.256784869158325	1.7128709677382	0.0867362804410021	0.136590050530197	SNRNP70	
ENSG00000105229	PIAS4	1.59036744660895	238.414350864349	0.183434899775883	3.64903370330909	2.63228571687001E-4	8.00440315823995E-4	PIAS4	
ENSG00000105325	FZR1	-1.17569802183596	530.841924558971	0.118624260345507	-1.96854800778058	0.0490050180408945	0.0832357709506807	FZR1	
ENSG00000105974	CAV1	-1.99461552180703	16653.289549821	0.482693634549965	-2.0636499238201	0.0390509204672298	0.068358475824968	CAV1	
ENSG00000107643	MAPK8	1.20379634592002	461.269615013245	0.25056454441379	1.06795374116599	0.285541378896841	0.37272728328267	MAPK8	
ENSG00000108654	DDX5	-1.24571299894003	8134.59151825053	0.212503782514959	-1.49160508554157	0.135802704226417	0.199790713350486	DDX5	
ENSG00000109320	NFKB1	-1.09227048454242	803.43007017609	0.0839346722024251	-1.51701506817061	0.129262879711728	0.191675813590783	NFKB1	
ENSG00000110395	CBL	-1.0197688171648	806.493103484182	0.0984159086130285	-0.286967106594158	0.774137506556101	0.832202334092148	CBL	
ENSG00000112592	TBP	1.69090124514421	336.181559475687	0.261564401948291	2.89715419171657	0.00376564627351761	0.00869292969157514	TBP	
ENSG00000115414	FN1	-72.850807939301	524914.569562351	0.383173702861622	-16.1463926700114	1.20400032826163E-58	1.34012829330382E-56	FN1	
ENSG00000115750	TAF1B	2.38999618540016	418.036682270635	0.161130063389048	7.80120288621359	6.13198340971652E-15	8.2438144751956E-14	TAF1B	
ENSG00000116017	ARID3A	-3.6990940347019	146.030527861295	0.161076894936301	-11.7159694221673	1.05576632414632E-31	4.10188457070057E-30	ARID3A	
ENSG00000116478	HDAC1	1.20391644330342	1291.37644495307	0.123255892818256	2.17219039632227	0.0298413047674806	0.0540758756823442	HDAC1	
ENSG00000117399	CDC20	5.90040400134196	1278.02720833175	0.467860720795849	5.47345315716201	4.41349585919507E-8	2.64959870458479E-7	CDC20	
ENSG00000123374	CDK2	1.83335782496876	667.531248312675	0.384930860991681	2.27180639298217	0.0230982065658831	0.0431998701364647	CDK2	
ENSG00000123384	LRP1	-11.2854845992542	4195.86680708256	0.738467093636864	-4.7346679280219	2.19414040612226E-6	1.00031751725611E-5	LRP1	
ENSG00000125743	SNRPD2	1.64714969097017	1955.99125049278	0.151295062785763	4.75872548743211	1.9481917461274E-6	8.9539202177485E-6	SNRPD2	
ENSG00000130177	CDC16	-1.29035753850502	1031.1020078477	0.119407601755221	-3.07996195009016	0.00207027041786419	0.00509830396904764	CDC16	
ENSG00000131747	TOP2A	3.96150573621065	5396.04528223023	0.341656575418963	5.81299771209314	6.13639004263088E-9	4.16795486402994E-8	TOP2A	
ENSG00000131788	PIAS3	-2.50435049251263	1663.88060979324	0.0983125960063026	-13.4716866440637	2.29561459312157E-41	1.39715853684813E-39	PIAS3	
ENSG00000135046	ANXA1	1.3986171155233	6589.28137875795	0.132002896826396	3.66659427156628	2.45802327644583E-4	7.53009610227828E-4	ANXA1	
ENSG00000135605	TEC	2.31956219602993	53.9402887646969	0.279539339883117	4.34233167752585	1.40978486812963E-5	5.52072648042522E-5	TEC	
ENSG00000136603	SKIL	-7.59231835731579	1469.52647289527	0.301516572536209	-9.69943530267081	3.03171887684614E-22	7.12108112612814E-21	SKIL	
ENSG00000136997	MYC	3.20964452299464	3099.90238246108	0.358962071588077	4.68688381557204	2.77396337208968E-6	1.24040236924242E-5		MYC
ENSG00000137801	THBS1	-4.59408163088353	49320.2247396386	0.395570262486817	-5.56102594249032	2.68193322224449E-8	1.65759304456382E-7	THBS1	
ENSG00000139687	RB1	-1.37780096164364	1555.22889507363	0.19402076596596	-2.3830824900603	0.0171683467533986	0.0332885944975267	RB1	
ENSG00000140464	PML	-1.12160597710978	1116.27513453023	0.246086962709914	-0.672794449865716	0.501078069189538	0.589152982949823	PML	
ENSG00000141905	NFIC	-1.63264858724998	3878.29705775964	0.291045450540256	-2.42991016015954	0.0151025658659654	0.0297832723501999		NFIC
ENSG00000145386	CCNA2	4.7942773177543	1566.37048184588	0.456089054510373	4.95805224782499	7.12034168707072E-7	3.53726664832162E-6	CCNA2	
ENSG00000146648	EGFR	1.85308903495826	3144.03454492418	0.201943931634948	4.40682813627766	1.04895351345747E-5	4.20773398011918E-5	EGFR	
ENSG00000148737	TCF7L2	-1.02206387960047	667.793594635051	0.235616817947246	-0.133629545912939	0.893695519459237	0.927398634547192		TCF7L2
ENSG00000149948	HMGA2	-5.0206128055516	2574.91505202895	0.19187403154004	-12.132248687298	7.12652290682421E-34	3.1002883983737E-32	HMGA2	
ENSG00000152465	NMT2	2.45191767295751	685.131209512882	0.0841506167591299	15.3761266273417	2.36690125252733E-53	2.15022536580699E-51	NMT2	
ENSG00000154229	PRKCA	-1.45538546773123	2631.90052390709	0.163882606635757	-3.30359225699653	9.54545555762848E-4	0.0025471728599244	PRKCA	
ENSG00000160691	SHC1	-3.50432906354568	8898.55481553357	0.247865388358455	-7.2988740592094	2.90185776578789E-13	3.30742183545289E-12	SHC1	
ENSG00000161057	PSMC2	1.47047101994504	1610.05867372666	0.294887887168635	1.88640624476142	0.0592402316969951	0.0981906443005599	PSMC2	
ENSG00000161638	ITGA5	-1.0033037403547	10007.64012755	0.368256041394666	-0.0129215363693407	0.989690392522345	0.992502012955647	ITGA5	
ENSG00000163235	TGFA	24.4348958047223	576.419339327846	0.219617303636577	20.9950262169471	7.28227526475166E-98	3.21330396057167E-95	TGFA	
ENSG00000164104	HMGB2	2.35780120698245	1378.50529199658	0.327775867678869	3.77526904109738	1.5983505814986E-4	5.12259959388201E-4	HMGB2	
ENSG00000164109	MAD2L1	4.46761028130523	540.994919237664	0.4633450833046	4.66068038684562	3.15165805577453E-6	1.39465384237444E-5	MAD2L1	
ENSG00000164162	ANAPC10	1.22433819771511	195.646133796634	0.221131585262219	1.3204903629774	0.186671351478521	0.261963260735703	ANAPC10	
ENSG00000164611	PTTG1	3.50121652638967	740.553798617034	0.394146027662098	4.58676774217041	4.50160992432048E-6	1.93991596145726E-5	PTTG1	
ENSG00000168610	STAT3	1.16730895519789	2037.48195533976	0.23357996074432	0.955503431639567	0.339323170790929	0.429944633477828	STAT3	
ENSG00000169679	BUB1	6.50897385801608	1246.26234692544	0.384016059495056	7.0372841268605	1.96022887844352E-12	2.04204281561296E-11	BUB1	
ENSG00000170027	YWHAG	1.15338860294215	4004.29313259264	0.190418848628322	1.08118851290072	0.279613266718458	0.36614964603143	YWHAG	
ENSG00000170312	CDK1	4.03124745180969	959.784978022744	0.392913032437758	5.11875702112458	3.07555890856088E-7	1.61627096194256E-6	CDK1	
ENSG00000170836	PPM1D	-1.64165843490849	298.497426833334	0.128715157115421	-5.55609771060214	2.75872481289299E-8	1.7016497784969E-7	PPM1D	
ENSG00000171150	SOCS5	-1.95972712512432	645.73225370316	0.126688702193675	-7.66171543982251	1.83465792212154E-14	2.34407431518218E-13	SOCS5	
ENSG00000173039	RELA	1.07561782234781	1579.48974590845	0.137727734342901	0.763575801361232	0.445120074412384	0.536061850020957		RELA
ENSG00000175216	CKAP5	2.15840368278339	4097.97853588274	0.221396637957629	5.01346689472544	5.34579684910153E-7	2.70796720256865E-6	CKAP5	
ENSG00000175387	SMAD2	-1.21880489414481	1189.52062926359	0.0910052573919657	-3.13682095421186	0.00170790390222828	0.00429668060203757	SMAD2	
ENSG00000177479	ARIH2	1.34168786333822	1199.42094552759	0.0805622922207471	5.26361730074481	1.41248316234577E-7	7.84677584117894E-7	ARIH2	
ENSG00000177606	JUN	-1.67222187245496	1320.28268740233	0.58316571554827	-1.27196482731153	0.20338561652287	0.281549500519894		JUN
ENSG00000177885	GRB2	1.12488381030059	1334.63082681017	0.261839996258858	0.648395947963573	0.516728890448844	0.605021364811928	GRB2	
ENSG00000179295	PTPN11	2.04117284031807	3542.51872804251	0.2469817168401	4.16791317085576	3.07400979995767E-5	1.12498196322503E-4	PTPN11	
ENSG00000196504	PRPF40A	1.15846914559578	2915.54650022968	0.205581548768683	1.0322892378879	0.301936641180829	0.390579750998758	PRPF40A	
ENSG00000197386	HTT	-1.00423838504886	714.387127774189	0.128391250138587	-0.0475248536254526	0.962094922383355	0.973281156640166	HTT	
ENSG00000197467	COL13A1	70.9840186926306	304.76677411731	0.43122295015683	14.2604245580342	3.86098406482202E-46	2.66494179446235E-44	COL13A1	
