ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000001167	nuclear transcription factor Y, alpha	NFYA	V$NFYA_02,V$NFYA_04,V$NFYA_05,V$NFYA_Q5,V$NFY_01,V$NFY_C,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	2.928952991452991	2.5810731586904874	1.1658608877717258	0.8013333333333333	0.004335601113986036
ENSG00000005073	homeobox A11	HOXA11	V$HOXA11_05,V$HOXA11_07	0.3918269230769231	0.3214384893085254	1.2176751599849425	0.83795	0.07593979617063336
ENSG00000005102	mesenchyme homeobox 1	MEOX1	V$MEOX1_04,V$MEOX1_06	0.16826923076923075	0.1117745070813663	1.5899931020890814	0.99525	0.02668256043702289
ENSG00000005513	SRY (sex determining region Y)-box 8	SOX8	V$SOX8_05,V$SOX8_06,V$SOX8_07,V$SOX_Q6	0.2740384615384615	0.2113996112191058	2.103020491092959	0.7911999999999999	0.03643373155484604
ENSG00000005801	zinc finger protein 195	ZNF195	V$ZNF195_01	0.0673076923076923	0.037489586226048324	1.79537037037037	0.9277	0.057921333571328906
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_03,V$ZFX_04	0.6514423076923077	0.5068036656484309	1.526756691151638	0.7505	0.003576877182751461
ENSG00000006194	zinc finger protein 263	ZNF263	V$FPM315_01,V$FPM315_02,V$FPM315_03,V$ZNF263_01,V$ZNF263_02,V$ZNF263_03,V$ZNF263_04	5.7122252747252755	4.862934899035983	1.2231454754950426	0.7869857142857144	8.587270206780812E-6
ENSG00000006468	ets variant 1	ETV1	V$ER81_02,V$ER81_03,V$ER81_04,V$ER81_05,V$ER81_06,V$FOXO1ETV1_01,V$GCM1ETV1_01,V$HOXD12ETV1_01,V$TFAP4ETV1_01	12.876068376068375	11.816162177173005	1.1506237402647217	0.7773000000000001	0.0027211823689703234
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01,V$BEN_02	1.235576923076923	1.0885865037489586	1.5371536726804123	0.92745	0.0490334587970367
ENSG00000007372	paired box 6	PAX6	V$PAX6_08,V$PAX_Q6	0.3557692307692308	0.29158567064704255	1.4963339174241592	0.8688	0.06146601863942514
ENSG00000007866	TEA domain family member 3	TEAD3	V$TEAD3_02	0.25961538461538464	0.1999444598722577	1.2984375000000001	0.9779	0.06222054339752982
ENSG00000007968	E2F transcription factor 2	E2F2	V$E2F2_09,V$E2F2_11	4.9951923076923075	3.542071646764788	2.23878480812297	0.87955	1.925632517599735E-12
ENSG00000008196	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	V$AP2BETA_Q3,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2B_02,V$TFAP2B_04,V$TFAP2B_05,V$TFAP2B_06	7.504273504273505	6.41827887315252	1.295949627640808	0.8586333333333334	3.548278648028792E-4
ENSG00000008197	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	TFAP2D	V$AP2_Q4	19.01923076923077	16.9661205220772	1.121012357803421	0.863	3.2914868159418214E-10
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	V$MYOGNF1_01,V$NF1FAMILY_Q4,V$NF1_Q6_02,V$NFIX_02,V$NFIX_03,V$NFIX_04,V$NFIX_05	1.6181318681318686	1.4436466061014797	1.3157314668559634	0.8833000000000001	0.024840314622861185
ENSG00000009709	paired box 7	PAX7	V$PAX7_05,V$PAX7_08	0.05769230769230769	0.020133296306581505	2.8689285714285715	0.9779	0.007673700517046507
ENSG00000010030	ets variant 7	ETV7	V$ELK1ETV7_01,V$ERFETV7_01,V$ETS_Q4,V$ETS_Q6,V$ETV2ETV7_01,V$ETV5ETV7_01,V$ETV7_01,V$ETV7_02,V$ETV7_05,V$ETV7_07,V$FLI1ETV7_01,V$FOXO1ETV7_01,V$GCM1ETV7_01,V$HOXB2ETV7_01,V$RFX3ETV7_01,V$TEAD4ETV7_01,V$TFAP2CETV7_01	5.70277149321267	4.949442148422825	1.1907104321753046	0.721435294117647	1.0755320478036381E-4
ENSG00000010818	human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	V$MIBP1_Q6	7.913461538461537	7.143848930852541	1.1077308066083575	0.8266	1.7893633179713773E-4
ENSG00000012223	lactotransferrin	LTF	V$LTF_Q6	2.5096153846153846	2.245209663982227	1.1177643784786642	0.9068	0.015019696251912882
ENSG00000012504	nuclear receptor subfamily 1, group H, member 4	NR1H4	V$FXRIR1_Q6,V$FXRRXRA_01,V$FXRRXR_Q5,V$FXR_02,V$FXR_Q2,V$LXR_Q6	3.2331730769230766	2.8341664352494678	1.3092019257116092	0.7912833333333333	0.0033046595350257595
ENSG00000016082	ISL LIM homeobox 1	ISL1	V$ISL1_01	1.1153846153846154	0.9622327131352403	1.159163059163059	0.8961	0.029274247038573953
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_02,V$ZNF582_03,V$ZNF582_04	0.5432692307692308	0.4311302415995557	2.110502850331675	0.80495	0.022113182396110317
ENSG00000019549	snail homolog 2 (Drosophila)	SNAI2	V$SLUG_02,V$SLUG_04,V$SLUG_05,V$SLUG_06,V$SLUG_07,V$SLUG_Q6,V$SLUG_Q6_01,V$SLUG_Q6_02,V$SNAI2_01	1.80982905982906	1.513468480977506	1.2331879840852307	0.9094777777777777	0.0019391758565987728
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	2.4158653846153846	2.2288947514579283	1.919437082231632	0.738125	0.010839739622475381
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_01,V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_01,V$RUNX3_02,V$RUNX3_03,V$RUNX3_04,V$RUNX3_05	1.7726648351648346	1.3856270083706905	1.8828720155192449	0.8648928571428572	4.1159915195976943E-4
ENSG00000025156	heat shock transcription factor 2	HSF2	V$HSF2_01,V$HSF2_02,V$HSF2_04,V$HSF2_05,V$HSF2_06,V$HSF2_07,V$HSF2_08,V$HSF2_Q6	3.9236778846153846	3.4834073868369897	1.2412715096391578	0.7902000000000001	0.009258192602344735
ENSG00000025434	nuclear receptor subfamily 1, group H, member 3	NR1H3	V$LXRA_02,V$LXR_Q6	6.685096153846154	5.938628158844766	1.1312786155893853	0.70655	4.6748067456738566E-4
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$POU2F2_06,V$POU2F2_10	0.10336538461538462	0.0735906692585393	5.8532738095238095	0.9972	0.06058295927240722
ENSG00000029153	aryl hydrocarbon receptor nuclear translocator-like 2	ARNTL2	V$ARNTLIKE_Q6	24.120192307692307	22.799222438211608	1.0579392509135201	0.8157	2.627928352069923E-4
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOSA_02,V$HELIOS_02	5.065705128205129	4.5765065259650095	1.912967799298347	0.8924333333333333	0.020415584553485678
ENSG00000037965	homeobox C8	HOXC8	V$HOXC8_04	0.375	0.2610386003887809	1.43656914893617	0.9929	0.005206439344529614
ENSG00000043355	Zic family member 2	ZIC2	V$GLI_Q3,V$ZIC2_01	2.978365384615385	2.509025270758123	1.1852174967115054	0.8682000000000001	0.0030683959785230515
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_03	0.1826923076923077	0.116634268258817	1.5663690476190477	1.0	0.016094612990856447
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01	0.08173076923076923	0.03887808941960567	2.102232142857143	0.9531	0.014266467866366534
ENSG00000052850	ALX homeobox 4	ALX4	V$ALX4TBX21_01	3.235576923076923	2.9214107192446543	1.1075392110266158	0.7064	0.011671928774832026
ENSG00000057657	PR domain containing 1, with ZNF domain	PRDM1	V$BLIMP1_02,V$BLIMP1_10,V$PRDM1_03,V$PRDM1_06,V$PRDM1_07,V$PRDM1_08,V$PRDM1_09	5.719093406593407	5.121394850636728	1.168143109081395	0.7989428571428572	0.015418951864755127
ENSG00000059728	MAX dimerization protein 1	MXD1	V$EBOX_Q6_01	0.5288461538461539	0.39155790058317136	1.3506205673758864	0.9841	0.005154715547570665
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.07211538461538462	0.02915856706470425	2.473214285714286	0.9868	0.0076124542877921446
