ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000005073	homeobox A11	HOXA11	V$HOXA11_06,V$HOXA11_08	0.0580168776371308	0.006016847172081829	9.64240506329114	0.9860500000000001	0.006967235298859912
ENSG00000009950	MLX interacting protein-like	MLXIPL	V$CHREB_Q6_01	0.07911392405063292	0.024067388688327317	3.2871835443037978	0.9434	0.019770120829747655
ENSG00000011590	zinc finger and BTB domain containing 32	ZBTB32	V$ZBTB32_01	0.07911392405063292	0.012033694344163659	6.5743670886075956	0.7049	0.002712632155815546
ENSG00000016082	ISL LIM homeobox 1	ISL1	V$ISL1_01,V$ISL1_Q3,V$ISL1_Q6	0.5836849507735585	0.40713999197753714	1.5922903640936583	0.9540333333333333	0.008431015823164802
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_02	4.671823722456633	4.183045861746223	2.176552236140816	0.9139222222222223	0.025647769095198277
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$OCT2_01,V$OCT2_04,V$OCT_C,V$POU2F2_02,V$POU2F2_03,V$POU2F2_06,V$POU2F2_09,V$POU2F2_12,V$POU2F2_14,V$POU2F2_16,V$POU2F2_17	0.4152282316839278	0.3150639973744666	2.1772768843505705	0.8875	0.044434751137976236
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_02	8.235759493670887	7.23826714801444	3.8538261652520065	0.90765	0.0013573546274980707
ENSG00000064195	distal-less homeobox 3	DLX3	V$DLX3_07,V$DLX3_10,V$GCM2DLX3_01,V$MEIS1DLX3_01,V$MGADLX3_01,V$TEAD4DLX3_01,V$TFAP4DLX3_01	1.535563592525618	1.321987278665979	2.402349314124215	0.8594	0.024560841751694516
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01,V$ZFY_02	0.4852320675105485	0.3158844765342961	4.650992380484207	0.79345	0.001905304285161513
ENSG00000068305	myocyte enhancer factor 2A	MEF2A	V$HMEF2_Q6	0.052742616033755275	0.012033694344163659	4.382911392405063	0.8546	0.03262950651791628
ENSG00000073861	T-box 21	TBX21	V$ALX4TBX21_01,V$E2F3TBX21_01,V$GCM1TBX21_02,V$GCM2TBX21_02,V$MYBL1TBX21_01,V$PITX1TBX21_01,V$TBET_02,V$TBET_03,V$TBX21_01,V$TBX21_02,V$TBX21_03,V$TBX21_05	3.9952531645569613	3.689330124348175	1.6486558660620891	0.7700833333333333	0.03671299236401217
