ID	Gene symbol ID
ENSG00000005022	SLC25A5
ENSG00000007047	MARK4
ENSG00000010810	FYN
ENSG00000015479	MATR3
ENSG00000034971	MYOC
ENSG00000035403	VCL
ENSG00000039068	CDH1
ENSG00000044115	CTNNA1
ENSG00000044574	HSPA5
ENSG00000047849	MAP4
ENSG00000050820	BCAR1
ENSG00000065618	COL17A1
ENSG00000070756	PABPC1
ENSG00000070770	CSNK2A2
ENSG00000070808	CAMK2A
ENSG00000072110	ACTN1
ENSG00000074800	ENO1
ENSG00000075624	ACTB
ENSG00000079785	DDX1
ENSG00000080824	HSP90AA1
ENSG00000084674	APOB
ENSG00000088986	DYNLL1
ENSG00000089009	RPL6
ENSG00000089157	RPLP0
ENSG00000089159	PXN
ENSG00000089737	DDX24
ENSG00000091831	ESR1
ENSG00000092199	HNRNPC
ENSG00000094631	HDAC6
ENSG00000096384	HSP90AB1
ENSG00000099817	POLR2E
ENSG00000100462	PRMT5
ENSG00000100644	HIF1A
ENSG00000100906	NFKBIA
ENSG00000101266	CSNK2A1
ENSG00000102144	PGK1
ENSG00000102753	KPNA3
ENSG00000103275	UBE2I
ENSG00000104419	NDRG1
ENSG00000104824	HNRNPL
ENSG00000105202	FBL
ENSG00000105401	CDC37
ENSG00000107438	PDLIM1
ENSG00000108561	C1QBP
ENSG00000108654	DDX5
ENSG00000108953	YWHAE
ENSG00000109971	HSPA8
ENSG00000111057	KRT18
ENSG00000111674	ENO2
ENSG00000111679	PTPN6
ENSG00000113013	HSPA9
ENSG00000113649	TCERG1
ENSG00000113712	CSNK1A1
ENSG00000114127	XRN1
ENSG00000114353	GNAI2
ENSG00000115053	NCL
ENSG00000115541	HSPE1
ENSG00000116560	SFPQ
ENSG00000120438	TCP1
ENSG00000120694	HSPH1
ENSG00000121058	COIL
ENSG00000122026	RPL21
ENSG00000122566	HNRNPA2B1
ENSG00000123349	PFDN5
ENSG00000123416	TUBA1B
ENSG00000124214	STAU1
ENSG00000126457	PRMT1
ENSG00000127824	TUBA4A
ENSG00000128271	ADORA2A
ENSG00000129691	ASH2L
ENSG00000130402	ACTN4
ENSG00000131462	TUBG1
ENSG00000131747	TOP2A
ENSG00000132155	RAF1
ENSG00000133121	STARD13
ENSG00000134308	YWHAQ
ENSG00000134333	LDHA
ENSG00000134640	MTNR1B
ENSG00000135486	HNRNPA1
ENSG00000136628	EPRS
ENSG00000136997	MYC
ENSG00000138668	HNRNPD
ENSG00000139687	RB1
ENSG00000140992	PDPK1
ENSG00000141503	MINK1
ENSG00000141510	TP53
ENSG00000141968	VAV1
ENSG00000143799	PARP1
ENSG00000144028	SNRNP200
ENSG00000144381	HSPD1
ENSG00000145335	SNCA
ENSG00000145425	RPS3A
ENSG00000146648	EGFR
ENSG00000147274	RBMX
ENSG00000147604	RPL7
ENSG00000149273	RPS3
ENSG00000149925	ALDOA
ENSG00000150093	ITGB1
ENSG00000150991	UBC
ENSG00000153187	HNRNPU
ENSG00000156508	EEF1A1
ENSG00000159023	EPB41
ENSG00000160789	LMNA
ENSG00000161800	RACGAP1
ENSG00000163468	CCT3
ENSG00000163932	PRKCD
ENSG00000164362	TERT
ENSG00000164924	YWHAZ
ENSG00000165025	SYK
ENSG00000165119	HNRNPK
ENSG00000165140	FBP1
ENSG00000165702	GFI1B
ENSG00000166598	HSP90B1
ENSG00000166913	YWHAB
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167658	EEF2
ENSG00000167768	KRT1
ENSG00000167986	DDB1
ENSG00000168028	RPSA
ENSG00000168036	CTNNB1
ENSG00000169564	PCBP1
ENSG00000169908	TM4SF1
ENSG00000170027	YWHAG
ENSG00000170312	CDK1
ENSG00000170421	KRT8
ENSG00000171314	PGAM1
ENSG00000171403	KRT9
ENSG00000171497	PPID
ENSG00000172399	MYOZ2
ENSG00000173473	SMARCC1
ENSG00000175220	ARHGAP1
ENSG00000177688	SUMO4
ENSG00000177791	MYOZ1
ENSG00000178093	TSSK6
ENSG00000179151	EDC3
ENSG00000181163	NPM1
ENSG00000181856	SLC2A4
ENSG00000184009	ACTG1
ENSG00000185122	HSF1
ENSG00000186868	MAPT
ENSG00000196230	TUBB
ENSG00000196262	PPIA
ENSG00000196277	GRM7
ENSG00000196470	SIAH1
ENSG00000196924	FLNA
ENSG00000197111	PCBP2
ENSG00000197122	SRC
ENSG00000197321	SVIL
ENSG00000197442	MAP3K5
ENSG00000197694	SPTAN1
ENSG00000198033	TUBA3C
ENSG00000198900	TOP1
ENSG00000198909	MAP3K3
ENSG00000198959	TGM2
ENSG00000204389	HSPA1A
ENSG00000204843	DCTN1
ENSG00000213585	VDAC1
ENSG00000253729	PRKDC
