ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000005073	homeobox A11	HOXA11	V$HOXA11_01,V$HOXA11_06,V$HOXA11_08	0.18055555555555555	0.07220216606498196	8.724142156862746	0.9394333333333332	0.02196320839653923
ENSG00000005513	SRY (sex determining region Y)-box 8	SOX8	V$SOX_Q6	0.08333333333333333	0.018050541516245487	4.616666666666666	0.9085	0.049088068318956096
ENSG00000007372	paired box 6	PAX6	V$PAX6_05_01,V$PAX6_11	0.125	0.03309265944645006	3.8953125	0.8444499999999999	0.02651114444589178
ENSG00000008196	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	V$AP2BETA_Q3,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2B_02,V$TFAP2B_03,V$TFAP2B_04,V$TFAP2B_05,V$TFAP2B_06	6.24375	5.238267148014441	1.90563228962128	0.92309	0.0028716367286505157
ENSG00000009709	paired box 7	PAX7	V$PAX7_09	0.4375	0.246690734055355	1.7734756097560975	0.7623	0.025896209235279403
ENSG00000010030	ets variant 7	ETV7	V$ELK1ETV7_01,V$ERFETV7_01,V$ETS_Q4,V$ETV2ETV7_01,V$ETV5ETV7_01,V$ETV7_05,V$FLI1ETV7_01,V$GCM1ETV7_01,V$RFX3ETV7_01,V$TFAP2CETV7_01	5.983333333333333	5.16546329723225	1.5557629858429025	0.7305999999999999	0.02019886643558076
ENSG00000011590	zinc finger and BTB domain containing 32	ZBTB32	V$ZBTB32_01,V$ZBTB32_02	0.125	0.012033694344163659	10.3875	0.7246999999999999	0.0023170739186256133
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_02,V$ZNF582_04	0.3263888888888889	0.17448856799037304	2.1019823232323236	0.8189666666666667	0.03759941603654371
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_01,V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_01,V$RUNX3_02,V$RUNX3_03	2.5034722222222223	2.025170477336542	1.5912392745857789	0.88745	0.021270765370258085
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$OCT2_04,V$OCT_C,V$POU2F2_02,V$POU2F2_12,V$POU2F2_14	0.4208333333333334	0.2503008423586041	1.9473013929068894	0.8862	0.04124208817392431
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_01,V$HELIOS_02	6.319444444444444	5.455274769354193	2.407106616549242	0.8414666666666667	0.014627085564989088
ENSG00000039600	SRY (sex determining region Y)-box 30	SOX30	V$SOX30_05	0.2708333333333333	0.10830324909747292	2.500694444444444	0.9956	0.011853404454031966
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_01	0.1875	0.030084235860409144	6.2325	0.9891	9.312005244218024E-4
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.10416666666666667	0.018050541516245487	5.770833333333334	0.9868	0.017099017917665934
