ID	Gene symbol ID
ENSG00000005022	SLC25A5
ENSG00000044574	HSPA5
ENSG00000071127	WDR1
ENSG00000072110	ACTN1
ENSG00000074800	ENO1
ENSG00000080824	HSP90AA1
ENSG00000092199	HNRNPC
ENSG00000096384	HSP90AB1
ENSG00000102144	PGK1
ENSG00000104529	EEF1D
ENSG00000109971	HSPA8
ENSG00000111669	TPI1
ENSG00000111674	ENO2
ENSG00000114942	EEF1B2
ENSG00000115541	HSPE1
ENSG00000122566	HNRNPA2B1
ENSG00000123416	TUBA1B
ENSG00000127824	TUBA4A
ENSG00000130402	ACTN4
ENSG00000133112	TPT1
ENSG00000134308	YWHAQ
ENSG00000134333	LDHA
ENSG00000135486	HNRNPA1
ENSG00000137818	RPLP1
ENSG00000149273	RPS3
ENSG00000149925	ALDOA
ENSG00000160789	LMNA
ENSG00000165119	HNRNPK
ENSG00000166598	HSP90B1
ENSG00000166913	YWHAB
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167658	EEF2
ENSG00000169564	PCBP1
ENSG00000171314	PGAM1
ENSG00000172757	CFL1
ENSG00000177600	RPLP2
ENSG00000196230	TUBB
ENSG00000197111	PCBP2
ENSG00000198033	TUBA3C
