ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_03,V$ZFX_04	0.8522727272727273	0.658024286183131	1.9298833914559723	0.74995	0.03152539350401721	NaN		X-linked,zinc finger protein	ZFX	7543	9.965733795	10.404884	889	7.682837	1066	10.333277	1112	8.34002	881	970.6753737	0.575836761	-1.061950186	0.124880204	0.48743501	-0.694394232	9.878642195	10.728805	896	8.846417	698	10.650802	1155	9.557321	1174	10.00862456	9.87408866	9.98184176	9.91535888	9.98128921	9.79425765	9.96249398	9.82956529	NM_001178084,NM_001178085,NM_001178086,NM_001178095,NM_001330327,NM_003410	1.418271206	0.061406873	-1.418271206	ZFX
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01	0.4772727272727273	0.27896291434197573	1.7108823529411765	0.99	0.003798568011714564	NaN		GTF2I repeat domain containing 1	GTF2IRD1	9569	9.269308958	14.360262	548	10.688629	663	13.467711	669	11.469211	555	560.1990694	0.349192713	-1.226346893	0.263462828	0.263865898	-1.117300416	8.975332628	15.978853	593	8.381599	298	14.392633	701	8.211342	471	9.26009283	9.13205024	9.21206705	9.18467735	9.29449316	8.74790423	9.20020376	8.73210905	NM_001199207,NM_005685,NM_016328	5.4977367	0.053472246	-5.4977367	GTF2IRD1
ENSG00000007968	E2F transcription factor 2	E2F2	V$E2F2_09,V$E2F2_11	10.880681818181818	7.912701017394158	3.292870844982914	0.8743	2.5552906478163518E-15	NaN		E2F transcription factor 2	E2F2	1870	5.586556447	0.284826	17	1.019801	96	0.156565	12	0.962147	71	102.4032714	0.011697093	3.256828423	0.610316472	0.005252567	2.791121976	7.292353672	1.4514	82	3.619677	191	1.717542	127	3.019687	258	5.4753331	6.35733665	5.21227712	6.30882859	6.47017516	7.23554094	6.6042381	7.07565947	NM_004091	2.933415762	0.581505441	2.933415762	E2F2
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	3.252840909090909	2.9520840170659666	4.991206455879843	0.753	0.017314815844538752	NaN		ZFP64 zinc finger protein	ZFP64	55734	8.289843222	7.906057	281	5.672522	314	7.476551	347	6.29392	289	292.8535416	0.372238307	-1.148249534	0.186542596	0.285016138	-1.069118807	8.09140991	7.976384	280	6.278057	206	7.724181	349	5.481521	285	8.31386471	8.12263929	8.27654785	8.25292502	8.2771226	8.04645899	8.23029592	7.92500308	NM_001319146,NM_018197,NM_022088,NM_199426,NM_199427	2.387507138	0.083113181	-2.387507138	ZFP64
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01,V$NRF3_02	0.40340909090909094	0.2559894978667542	1.8522872468659597	0.8633500000000001	0.023159830814355385	NaN		erythroid 2 like 3,nuclear factor	NFE2L3	9603	5.612641918	0.458489	19	1.422296	96	0.339553	19	1.2419	66	839.0065339	2.76E-27	33.19535203	0.45372457	8.33E-29	11.13651251	10.66984462	36.442059	1461	34.374256	1296	36.640614	1934	34.572525	2107	6.93475017	7.46566273	6.85409496	7.39546211	9.97234083	9.87857679	9.97761321	9.88843937	NM_004289	16.17769627	0.31260339	16.17769627	NFE2L3
ENSG00000065970	forkhead box J2	FOXJ2	V$FOXJ2_04	0.32954545454545453	0.1870692484410896	1.7616228070175437	0.9712	0.010787316042929377	NaN		forkhead box J2	FOXJ2	55810	9.515289882	10.065092	616	8.85635	877	9.111599	720	8.862798	687	569.5258113	1.24E-17	-1.7968807	0.095190788	6.56E-19	-8.882105582	8.66980489	5.978031	354	6.012057	335	6.205401	484	5.840618	526	9.36574558	9.37843684	9.278761	9.37401202	8.86453272	8.84280821	8.89389633	8.82166149	NM_018416	17.8829925	0.04727872	-17.8829925	FOXJ2
ENSG00000067955	core-binding factor, beta subunit	CBFB	V$AML_Q6,V$PEBP2B_Q6,V$PEBP_Q6	0.8598484848484849	0.5612077453232688	1.7417777894810758	0.9248333333333333	0.0017209057291212148	80.70121540427499	Q13951-2	core-binding factor beta subunit	CBFB	865	9.952402384	20.052294	699	27.759974	1561	8.991452	404	28.940189	1274	890.3193464	0.516043111	-1.254213841	0.408876562	0.42416141	-0.799222496	9.625474036	15.032365	507	24.665034	783	15.877404	704	26.655097	1366	9.71577818	10.12608692	9.08294464	10.15913393	9.41853545	9.80310993	9.46025841	9.87241802	NM_001755,NM_022845	0.652464389	0.50106696	-0.652464389	CBFB
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFATC3_03,V$NFATC3_04,V$NFATC3_05,V$NFATC3_06,V$NFATC3_07,V$NFAT_Q4_01	1.0852272727272727	0.72967946614156	2.9866849333224565	0.84475	0.018461381402617643	NaN		nuclear factor of activated T-cells 3	NFATC3	4775	9.299751311	8.215494	581	5.918766	678	7.791134	712	5.744931	518	559.4584387	0.01269547	-1.288262331	0.132325908	0.005752532	-2.76156353	8.93274503	5.525062	381	6.659005	435	5.664222	519	6.804763	720	9.31725589	9.15866198	9.27284283	9.13336187	8.93009887	9.06074456	8.9565187	9.08301406	NM_004555,NM_173163,NM_173165	4.145048725	0.088540885	-4.145048725	NFATC3
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01,V$TEAD2_02,V$TEAD2_03	1.3106060606060606	1.0742807132698828	2.767662643567841	0.8970333333333333	0.019508391367301745	NaN		TEA domain transcription factor 2	TEAD2	8463	8.901634292	17.919393	444	11.85641	475	17.095246	547	13.22535	415	407.8718438	0.004855141	-1.414630795	0.161637734	0.001961702	-3.095969986	8.398698096	9.894846	237	13.831971	312	11.821653	374	13.756141	501	8.89844776	8.66418292	8.85791557	8.75284335	8.3440465	8.58670278	8.48638653	8.58362902	NM_001256658,NM_001256659,NM_001256660,NM_001256661,NM_001256662,NM_003598	4.756607659	0.105734219	-4.756607659	TEAD2
ENSG00000075426	FOS-like antigen 2	FOSL2	V$AP1_Q4_01,V$AP1_Q6_01,V$FOSL2_02,V$FRA2_01,V$FRA2_03,V$FRA2_04,V$FRA2_Q4_01,V$JUNBFRA2_01,V$JUNDFRA2_01,V$JUNFRA2_01	0.9045454545454547	0.6885461109287825	1.746300692675457	0.9161499999999998	0.01457889424023539	24.716234136002186	P15408-3	AP-1 transcription factor subunit,FOS like 2	FOSL2	2355	9.679368392	10.774959	480	17.847515	1286	10.893356	626	16.267019	918	972.9740727	0.112702786	1.372783815	0.251753173	0.069418713	1.815684956	10.13700602	22.932516	989	22.80481	925	23.139803	1314	22.398848	1469	9.48925097	10.0220407	9.49712062	9.93737282	10.05439617	10.02020291	10.06176197	10.00757862	NM_005253	1.616922696	0.283029998	1.616922696	FOSL2
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression)	RFX3	V$RFX3ETV7_01,V$RFX3FIGLA_02,V$RFX3HES7_01,V$RFX3_06,V$RFX3_11,V$RFX3_13	2.162878787878788	1.7793458046165629	2.009322528332238	0.72965	0.014696017523771815	NaN		regulatory factor X3	RFX3	5991	6.559880941	1.058072	111	0.301047	51	1.189695	160	0.334156	45	74.2900033	0.130155567	-1.736210146	0.457588187	0.081959555	-1.739427722	5.761140649	0.439565	45	0.394353	38	0.622338	83	0.401324	62	6.63825134	5.76797337	6.7382168	5.84819045	5.89070937	5.79375118	6.13934058	5.79789104	NM_001282116,NM_001282117,NM_002919,NM_134428	1.563572892	0.510843016	-1.563572892	RFX3
ENSG00000082641	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	V$MAF_Q4,V$MAF_Q6_01	0.20454545454545453	0.0853298326222514	2.421486928104575	0.94545	0.006826215611537558	NaN		erythroid 2 like 1,nuclear factor	NFE2L1	4779	12.1385533	82.585798	4474	57.294907	5016	65.619	4573	53.46623	3671	4608.105481	0.88329904	1.044010718	0.301763357	0.8368601	0.205911427	12.20069367	117.991106	6171	46.88912	2307	85.079797	5893	62.710401	4988	12.29282698	12.09761302	12.09064865	12.03596809	12.5469148	11.73010456	12.2576441	11.96702138	NM_001330261,NM_001330262,NM_003204	0.552495971	0.112472078	0.552495971	NFE2L1
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_01,V$RFX2_10,V$RFX2_11	1.2348484848484849	0.8500164095831965	1.5776438779618127	0.7554	0.002986219264135838	NaN		regulatory factor X2	RFX2	5990	7.227205276	1.940085	89	2.858365	213	2.265058	135	2.845414	166	130.5508065	0.096714458	-1.351667889	0.22951373	0.05820089	-1.894181748	6.797911388	2.049273	92	2.507595	105	2.129665	125	2.034743	138	6.86401338	7.29864122	6.99024881	7.2894133	6.85896485	6.9838295	6.88202504	6.82433558	NM_000635,NM_134433	1.968885452	0.218039037	-1.968885452	RFX2
