ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000001167	nuclear transcription factor Y, alpha	NFYA	V$ALPHACP1_01,V$NFYA_02,V$NFYA_03,V$NFYA_04,V$NFYA_05,V$NFYA_Q5,V$NFY_01,V$NFY_C,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	1.9404958677685948	1.5980500437978442	1.528734365349426	0.8479727272727273	0.01742092671644271	NFYA	1.4886118546748	804.137762296629	0.295900935535608	1.93972901465714	0.0524126314789195	0.0883555821970323
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01,V$BEN_02	4.048484848484849	3.588186007540846	2.296710382513661	0.9266	0.022917929759711735	GTF2IRD1	-1.22634689308245	560.199069365147	0.263462828271864	-1.11730041586861	0.263865897745244	0.349192712793754
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOSA_02,V$HELIOS_01,V$HELIOS_02	4.972727272727273	4.140134059488898	1.7390363960089146	0.857575	0.011499105228594875	IKZF2	-2.81079803711431	150.409547094334	0.405928470575623	-3.67301114423537	2.39709025037827E-4	7.35802485550894E-4
ENSG00000054598	forkhead box C1	FOXC1	V$FOXC1_04	0.4727272727272727	0.25136154168412234	1.8806666666666665	0.9184	0.001918153305117675	FOXC1	-1.09295913883242	320.104738346104	0.121029358163464	-1.05957321128395	0.289338806192573	0.376879600659474
ENSG00000065970	forkhead box J2	FOXJ2	V$FOXJ2_04	0.30303030303030304	0.18014243820695433	1.682170542635659	0.9712	0.028600397905829078	FOXJ2	-1.79688069991018	569.525811269401	0.0951907877625515	-8.88210558204033	6.56065206770463E-19	1.23562280939772E-17
ENSG00000066136	nuclear transcription factor Y, gamma	NFYC	V$ALPHACP1_01,V$NFYC_01,V$NFYC_Q5,V$NFY_01,V$NFY_C,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	1.763636363636364	1.4526602429828237	1.5154629992910782	0.846025	0.021466550769109242	NFYC	1.20781508203644	548.347742663852	0.0966566358632791	2.81821926414813	0.00482908199906939	0.0108419604031442
ENSG00000075426	FOS-like antigen 2	FOSL2	V$AP1_Q4_01,V$FOSL2_02,V$FRA2_01,V$FRA2_03,V$FRA2_04,V$JUNBFRA2_01,V$JUNDFRA2_01,V$JUNFRA2_01	0.2015151515151515	0.09059488898198576	3.625162647537647	0.947875	0.00841542114355291	FOSL2	1.37278381500825	972.974072689895	0.251753172947606	1.81568495626063	0.0694187130400742	0.112702785756914
ENSG00000077150	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	V$NFKB2_01,V$NFKB2_02,V$NFKB_Q6_01,V$RELBP52_01	1.666666666666667	1.2840385421030582	1.6171125436011649	0.8302500000000002	0.00917935244705169	NFKB2	2.94421026840646	589.963960323729	0.187650078045902	8.30205201672459	1.02328383665813E-16	1.59428395988792E-15
ENSG00000083828	zinc finger protein 586	ZNF586	V$ZNF586_03,V$ZNF586_05	0.48484848484848486	0.32677000418935903	1.5551666666666666	0.84605	0.029656755672517653	ZNF586	-1.28799614807123	76.5108941642132	0.233509195200429	-1.56365696249602	0.117898149885689	0.177055019063777
ENSG00000090447	transcription factor AP-4 (activating enhancer binding protein 4)	TFAP4	V$AP4_01,V$AP4_03,V$AP4_Q5,V$AP4_Q6,V$AP4_Q6_01,V$AP4_Q6_02,V$TFAP4ETV1_01,V$TFAP4ETV4_01,V$TFAP4_02	1.4585858585858587	1.1432295303263045	1.5377177742327124	0.8935111111111111	0.011030688276076808	TFAP4	2.64361865304599	265.721460641241	0.162252031966811	8.6440463233953	5.42565413763623E-18	9.50836267666604E-17
ENSG00000096654	zinc finger protein 184	ZNF184	V$ZNF184_02,V$ZNF184_03,V$ZNF184_06	1.7333333333333334	1.4313643345901415	1.96733193063125	0.8289666666666666	0.022263994962487293	ZNF184	-1.9414672675337	179.593140575749	0.211458812337175	-4.52640102123567	5.99966798905818E-6	2.52128904778278E-5
