ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000005102	mesenchyme homeobox 1	MEOX1	V$MEOX1_04,V$MEOX1_06	0.16826923076923075	0.1117745070813663	1.5899931020890814	0.99525	0.02668256043702289
ENSG00000005513	SRY (sex determining region Y)-box 8	SOX8	V$SOX8_05,V$SOX8_06,V$SOX8_07,V$SOX_Q6	0.2740384615384615	0.2113996112191058	2.103020491092959	0.7911999999999999	0.03643373155484604
ENSG00000009709	paired box 7	PAX7	V$PAX7_05,V$PAX7_08	0.05769230769230769	0.020133296306581505	2.8689285714285715	0.9779	0.007673700517046507
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_02,V$ZNF582_03,V$ZNF582_04	0.5432692307692308	0.4311302415995557	2.110502850331675	0.80495	0.022113182396110317
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_01,V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_01,V$RUNX3_02,V$RUNX3_03,V$RUNX3_04,V$RUNX3_05	1.7726648351648346	1.3856270083706905	1.8828720155192449	0.8648928571428572	4.1159915195976943E-4
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOSA_02,V$HELIOS_02	5.065705128205129	4.5765065259650095	1.912967799298347	0.8924333333333333	0.020415584553485678
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_03	0.1826923076923077	0.116634268258817	1.5663690476190477	1.0	0.016094612990856447
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.07211538461538462	0.02915856706470425	2.473214285714286	0.9868	0.0076124542877921446
ENSG00000064195	distal-less homeobox 3	DLX3	V$DLX3_10,V$ERFDLX3_01,V$ETV2DLX3_03,V$GCM2DLX3_01,V$MGADLX3_01,V$TFAP4DLX3_01	7.842948717948718	7.277376654632973	2.403577544666246	0.81885	0.009403823435859188
ENSG00000075407	zinc finger protein 37A	ZNF37A	V$ZNF37A_01,V$ZNF37A_02,V$ZNF37A_03,V$ZNF37A_04	3.0552884615384617	2.6301721743960007	1.9731499563596528	0.8368	0.010188015658852693
ENSG00000077092	retinoic acid receptor, beta	RARB	V$RARB_08,V$T3R_Q6	2.625	2.252152179950014	2.15072200842954	0.8746499999999999	4.7031697533194756E-5
ENSG00000081189	myocyte enhancer factor 2C	MEF2C	V$MEF2C_09,V$MEF2C_10	1.1658653846153846	1.053873923910025	2.278925380542687	0.9069499999999999	0.03307107059395048
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09,V$EVI1_Q3	0.18269230769230768	0.09858372674257151	3.4995982142857143	0.8934500000000001	0.03907305183768169
ENSG00000088881	early B-cell factor 4	EBF4	V$EBF4_02	0.1346153846153846	0.07081366287142461	1.9009803921568624	0.6899	0.005725796285688145
ENSG00000089225	T-box 5	TBX5	V$TBX2RELATED_Q6,V$TBX5_01,V$TBX5_02,V$TBX5_03,V$TBX5_04,V$TBX5_Q2	4.389423076923077	3.75520688697584	3.295191666657871	0.8327	0.0017969337888871456
ENSG00000091010	POU class 4 homeobox 3	POU4F3	V$POU4F3_04	0.07692307692307693	0.023604554290474866	3.258823529411765	0.9624	8.743338073970769E-4
