ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000009709	paired box 7	PAX7	V$PAX7_03,V$PAX7_11,V$PAX7_14	0.22727272727272727	0.13018269335958865	1.9136709197235515	0.8398	0.03361309841341391
ENSG00000011332	D4, zinc and double PHD fingers family 1	DPF1	V$NEUD4_01,V$NEUD4_02	0.1875	0.1099442074171316	2.9335069444444444	0.9274	0.035969816152643386
ENSG00000011590	zinc finger and BTB domain containing 32	ZBTB32	V$ZBTB32_02	0.26136363636363635	0.11158516573679028	2.342279411764706	0.7136	0.0017990267690431493
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_02,V$ZNF582_04	0.3863636363636364	0.26583524778470624	1.5702425458983773	0.8072333333333334	0.048708245875536134
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_01,V$HELIOS_02	5.424242424242425	4.623126572585057	1.6295259907460007	0.8565333333333335	0.03584118600272172
ENSG00000037965	homeobox C8	HOXC8	V$HOXC8_04	0.40909090909090906	0.2034788316376764	2.0104838709677417	0.9927	9.188971644504014E-4
ENSG00000039600	SRY (sex determining region Y)-box 30	SOX30	V$SOX30_05,V$SOX30_06	0.22159090909090906	0.10830324909747292	2.004605263157895	0.99705	0.03555982625584717
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01	0.4659090909090909	0.2756809977026583	1.6900297619047622	0.6919	0.004935925736830816
ENSG00000077092	retinoic acid receptor, beta	RARB	V$RARB_03,V$RARB_05,V$RARB_06,V$RARB_08,V$T3R_Q6	1.159090909090909	0.9202494256645881	5.379351074462769	0.9147000000000001	0.02178621296435224
ENSG00000081386	zinc finger protein 510	ZNF510	V$ZNF510_02	0.5113636363636364	0.31506399737446666	1.623046875	0.7833	0.005907456122804654
ENSG00000083828	zinc finger protein 586	ZNF586	V$ZNF586_03,V$ZNF586_04,V$ZNF586_05	0.7159090909090908	0.49994530138934473	1.5487318883376646	0.7715333333333333	0.014922625280211448
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09,V$EVI1_10	0.3579545454545454	0.2182474565146045	1.9694280303030305	0.81875	0.0461055756837042
