ID	Gene symbol ID
ENSG00000001626	CFTR
ENSG00000005961	ITGA2B
ENSG00000006062	MAP3K14
ENSG00000007047	MARK4
ENSG00000007171	NOS2
ENSG00000007237	GAS7
ENSG00000007908	SELE
ENSG00000010610	CD4
ENSG00000012048	BRCA1
ENSG00000015285	WAS
ENSG00000015479	MATR3
ENSG00000023839	ABCC2
ENSG00000023892	DEF6
ENSG00000027697	IFNGR1
ENSG00000034971	MYOC
ENSG00000039068	CDH1
ENSG00000042832	TG
ENSG00000048540	LMO3
ENSG00000050820	BCAR1
ENSG00000055163	CYFIP2
ENSG00000060069	CTDP1
ENSG00000061938	TNK2
ENSG00000065361	ERBB3
ENSG00000065618	COL17A1
ENSG00000065675	PRKCQ
ENSG00000067606	PRKCZ
ENSG00000069431	ABCC9
ENSG00000070159	PTPN3
ENSG00000070759	TESK2
ENSG00000070808	CAMK2A
ENSG00000072134	EPN2
ENSG00000072778	ACADVL
ENSG00000073969	NSF
ENSG00000075624	ACTB
ENSG00000075651	PLD1
ENSG00000079102	RUNX1T1
ENSG00000079385	CEACAM1
ENSG00000081237	PTPRC
ENSG00000085511	MAP3K4
ENSG00000087245	MMP2
ENSG00000089157	RPLP0
ENSG00000090020	SLC9A1
ENSG00000090470	PDCD7
ENSG00000090924	PLEKHG2
ENSG00000091513	TF
ENSG00000091831	ESR1
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000100028	SNRPD3
ENSG00000100201	DDX17
ENSG00000100365	NCF4
ENSG00000100644	HIF1A
ENSG00000100906	NFKBIA
ENSG00000101017	CD40
ENSG00000101224	CDC25B
ENSG00000101266	CSNK2A1
ENSG00000102981	PARD6A
ENSG00000103365	GGA2
ENSG00000104856	RELB
ENSG00000105229	PIAS4
ENSG00000105290	APLP1
ENSG00000105894	PTN
ENSG00000105963	ADAP1
ENSG00000107140	TESK1
ENSG00000107796	ACTA2
ENSG00000107882	SUFU
ENSG00000107968	MAP3K8
ENSG00000108443	RPS6KB1
ENSG00000108576	SLC6A4
ENSG00000108590	MED31
