ID	Gene symbol ID
ENSG00000003056	M6PR
ENSG00000005961	ITGA2B
ENSG00000010256	UQCRC1
ENSG00000018280	SLC11A1
ENSG00000038382	TRIO
ENSG00000038945	MSR1
ENSG00000039123	SKIV2L2
ENSG00000044524	EPHA3
ENSG00000054654	SYNE2
ENSG00000055208	TAB2
ENSG00000060237	WNK1
ENSG00000066279	ASPM
ENSG00000072422	RHOBTB1
ENSG00000074181	NOTCH3
ENSG00000077157	PPP1R12B
ENSG00000077235	GTF3C1
ENSG00000090975	PITPNM2
ENSG00000092853	CLSPN
ENSG00000101190	TCFL5
ENSG00000102935	ZNF423
ENSG00000104067	TJP1
ENSG00000105369	CD79A
ENSG00000105854	PON2
ENSG00000110076	NRXN2
ENSG00000111845	PAK1IP1
ENSG00000112079	STK38
ENSG00000112182	BACH2
ENSG00000112212	TSPO2
ENSG00000112659	CUL9
ENSG00000113249	HAVCR1
ENSG00000113318	MSH3
ENSG00000113946	CLDN16
ENSG00000115211	EIF2B4
ENSG00000116774	OLFML3
ENSG00000119965	C10orf88
ENSG00000124562	SNRPC
ENSG00000124787	RPP40
ENSG00000124942	AHNAK
ENSG00000126804	ZBTB1
ENSG00000127415	IDUA
ENSG00000129680	MAP7D3
ENSG00000130475	FCHO1
ENSG00000130943	PKDREJ
ENSG00000131044	TTLL9
ENSG00000134853	PDGFRA
ENSG00000134871	COL4A2
ENSG00000137076	TLN1
ENSG00000138399	FASTKD1
ENSG00000139329	LUM
ENSG00000140577	CRTC3
ENSG00000141002	TCF25
ENSG00000141013	GAS8
ENSG00000141510	TP53
ENSG00000141569	TRIM65
ENSG00000141579	ZNF750
ENSG00000143515	ATP8B2
ENSG00000143771	CNIH4
ENSG00000144959	NCEH1
ENSG00000146063	TRIM41
ENSG00000146072	TNFRSF21
ENSG00000146166	LGSN
ENSG00000146555	SDK1
ENSG00000148773	MKI67
ENSG00000149516	MS4A3
ENSG00000150275	PCDH15
ENSG00000150656	CNDP1
ENSG00000153246	PLA2R1
ENSG00000155066	PROM2
ENSG00000157654	PALM2-AKAP2
ENSG00000157764	BRAF
ENSG00000158560	DYNC1I1
ENSG00000160613	PCSK7
ENSG00000161911	TREML1
ENSG00000165916	PSMC3
ENSG00000166473	PKD1L2
ENSG00000166963	MAP1A
ENSG00000167972	ABCA3
ENSG00000167978	SRRM2
ENSG00000168158	OR2C1
ENSG00000168594	ADAM29
ENSG00000168826	ZBTB49
ENSG00000169031	COL4A3
ENSG00000169297	NR0B1
ENSG00000171014	OR4D5
ENSG00000171126	KCNG3
ENSG00000171201	SMR3B
ENSG00000171467	ZNF318
ENSG00000172167	MTBP
ENSG00000173714	WFIKKN2
ENSG00000174038	C9orf131
ENSG00000174339	OR2Y1
ENSG00000174721	FGFBP3
ENSG00000174957	OR5J2
ENSG00000179873	NLRP11
ENSG00000180539	C9orf139
ENSG00000181733	OR2Z1
ENSG00000183779	ZNF703
ENSG00000183840	GPR39
ENSG00000186575	NF2
ENSG00000188037	CLCN1
ENSG00000188906	LRRK2
ENSG00000188910	GJB3
ENSG00000196218	RYR1
ENSG00000196365	LONP1
ENSG00000196611	MMP1
ENSG00000197428	OR51D1
ENSG00000198691	ABCA4
ENSG00000198796	ALPK2
ENSG00000198798	MAGEB3
ENSG00000198799	LRIG2
ENSG00000213022	KLK9
ENSG00000213047	DENND1B
ENSG00000214367	HAUS3
ENSG00000241978	AKAP2
ENSG00000258713	C20orf141
ENSG00000272031	ANKRD34A
