ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$AP1_01	0.1875	0.036101083032490974	5.19375	0.9618	0.0018649290130104794
V$AP1_02	0.5	0.3249097472924188	1.5388888888888888	0.9261	0.05473633599229145
V$AP1_Q4_01	0.08333333333333333	0.012033694344163659	6.924999999999999	0.9968	0.025529345232847302
V$AP1_Q6_01	0.125	0.048134777376654635	2.596875	0.9957	0.07154137586478378
V$BATFJUN_01	1.7708333333333333	1.1492178098676296	1.5409031413612562	0.8316	7.844890721679912E-4
V$BETACATENIN_Q3	0.10416666666666667	0.030084235860409144	3.4625000000000004	0.9771	0.051459217439324995
V$BETACATENIN_Q3_01	1.3333333333333333	1.0108303249097472	1.319047619047619	0.9686	0.037282947748314026
V$BETACATENIN_Q6	3.5625	3.0445246690734056	1.1701333992094862	0.8385	0.04306263128890773
V$BETACATENIN_Q6_01	0.8333333333333334	0.5535499398315283	1.5054347826086956	0.9793	0.021820257382771796
V$CFOS_Q4	0.125	0.024067388688327317	5.19375	0.9995	0.011412477216624934
V$CFOS_Q6	0.08333333333333333	0.018050541516245487	4.616666666666666	1.0	0.049088068318956096
V$E12_Q6	0.7916666666666666	0.5354993983152828	1.4783707865168538	0.944	0.030112202694087344
V$E2A_03	1.4583333333333335	1.197352587244284	1.2179648241206031	0.9081	0.09040487570853184
V$E2A_04	0.5416666666666666	0.246690734055355	2.1957317073170732	0.9525	0.001831474617106714
V$E2A_Q2	0.3958333333333333	0.19855595667870038	1.9935606060606057	0.9431	0.014613561244147283
V$E2A_Q6_01	0.16666666666666666	0.07220216606498195	2.308333333333333	0.9863	0.059037875997509974
V$E2A_Q6_02	0.20833333333333334	0.1022864019253911	2.036764705882353	0.9979	0.06122326098124107
V$E47_01	5.604166666666667	4.795427196149218	1.1686480552070264	0.7838	0.0156959722104587
V$E47_02	1.1458333333333333	0.8784596871239471	1.3043664383561642	0.869	0.05723406427285143
V$FLI1TCF3_01	1.5208333333333333	1.1793020457280385	1.2896045918367347	0.7942	0.03916640003083096
V$FOSJUN_02	4.208333333333333	3.574007220216606	1.177483164983165	0.7924	0.025901472854197298
V$FOS_02	0.5	0.3249097472924188	1.5388888888888888	0.8928	0.05473633599229145
V$FOS_03	7.791666666666666	6.768953068592058	1.1510888888888888	0.7921	0.010594205111882884
V$FOS_06	1.4791666666666665	0.98676293622142	1.4990091463414632	0.834	0.0033862733902591054
V$FOS_10	2.958333333333333	2.5691937424789413	1.1514637002341919	0.8192	0.08099539498264842
V$FOS_11	1.0416666666666667	0.8002406738868832	1.3016917293233083	0.8595	0.06847885920117984
V$FOXM1_01	0.5416666666666666	0.35499398315282793	1.5258474576271186	0.9475	0.050253388838307954
V$FOXM1_Q3	0.3333333333333333	0.1022864019253911	3.2588235294117647	0.9052	8.743338073970769E-4
V$HAND1E47_01	24.104166666666668	22.593261131167267	1.0668741677762983	0.7496	0.028696086551273814
