ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000005073	homeobox A11	HOXA11	V$HOXA11_06,V$HOXA11_08	0.0580168776371308	0.006016847172081829	9.64240506329114	0.9860500000000001	0.006967235298859912
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_01,V$ZFX_03,V$ZFX_04,V$ZFX_05	2.263976793248945	1.7012635379061374	1.8014797776836935	0.844575	0.0028261029191382256
ENSG00000007968	E2F transcription factor 2	E2F2	V$E2F2_09,V$E2F2_11	17.0253164556962	14.193742478941035	1.5242280829439827	0.8231999999999999	7.717891613153517E-8
ENSG00000009950	MLX interacting protein-like	MLXIPL	V$CHREB_Q6_01	0.07911392405063292	0.024067388688327317	3.2871835443037978	0.9434	0.019770120829747655
ENSG00000011590	zinc finger and BTB domain containing 32	ZBTB32	V$ZBTB32_01	0.07911392405063292	0.012033694344163659	6.5743670886075956	0.7049	0.002712632155815546
ENSG00000016082	ISL LIM homeobox 1	ISL1	V$ISL1_01,V$ISL1_Q3,V$ISL1_Q6	0.5836849507735585	0.40713999197753714	1.5922903640936583	0.9540333333333333	0.008431015823164802
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	5.65928270042194	4.807460890493382	1.6492509566470988	0.705	9.228132394729817E-4
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_02	4.671823722456633	4.183045861746223	2.176552236140816	0.9139222222222223	0.025647769095198277
ENSG00000025156	heat shock transcription factor 2	HSF2	V$HSF2_01,V$HSF2_05,V$HSF2_06,V$HSF2_07,V$HSF2_08,V$HSF2_Q6	0.48874824191279886	0.3389490573606097	1.655107346842876	0.8748166666666667	0.027040693022547288
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$OCT2_01,V$OCT2_04,V$OCT_C,V$POU2F2_02,V$POU2F2_03,V$POU2F2_06,V$POU2F2_09,V$POU2F2_12,V$POU2F2_14,V$POU2F2_16,V$POU2F2_17	0.4152282316839278	0.3150639973744666	2.1772768843505705	0.8875	0.044434751137976236
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_02	8.235759493670887	7.23826714801444	3.8538261652520065	0.90765	0.0013573546274980707
ENSG00000057657	PR domain containing 1, with ZNF domain	PRDM1	V$BLIMP1_02,V$BLIMP1_08,V$BLIMP1_10,V$BLIMP1_Q4,V$BLIMP1_Q6,V$BLIMP1_Q6_01,V$PRDM1_02,V$PRDM1_03,V$PRDM1_05,V$PRDM1_06,V$PRDM1_07,V$PRDM1_08,V$PRDM1_09	1.951071080817916	1.734240488753124	1.8270519430347585	0.8577615384615386	0.03807882788082279
ENSG00000064195	distal-less homeobox 3	DLX3	V$DLX3_07,V$DLX3_10,V$GCM2DLX3_01,V$MEIS1DLX3_01,V$MGADLX3_01,V$TEAD4DLX3_01,V$TFAP4DLX3_01	1.535563592525618	1.321987278665979	2.402349314124215	0.8594	0.024560841751694516
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01,V$ZFY_02	0.4852320675105485	0.3158844765342961	4.650992380484207	0.79345	0.001905304285161513
ENSG00000067955	core-binding factor, beta subunit	CBFB	V$AML_Q6,V$PEBP2B_Q6,V$PEBP_Q6	0.4219409282700422	0.30685920577617326	3.553459204424843	0.9378333333333333	0.023814353752651906
ENSG00000068305	myocyte enhancer factor 2A	MEF2A	V$HMEF2_Q6	0.052742616033755275	0.012033694344163659	4.382911392405063	0.8546	0.03262950651791628
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFATC3_04	0.07383966244725737	0.012033694344163659	6.136075949367087	0.8641	0.0045336321171356156
ENSG00000073861	T-box 21	TBX21	V$ALX4TBX21_01,V$E2F3TBX21_01,V$GCM1TBX21_02,V$GCM2TBX21_02,V$MYBL1TBX21_01,V$PITX1TBX21_01,V$TBET_02,V$TBET_03,V$TBX21_01,V$TBX21_02,V$TBX21_03,V$TBX21_05	3.9952531645569613	3.689330124348175	1.6486558660620891	0.7700833333333333	0.03671299236401217
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01,V$TEAD2_02,V$TEAD2_03	0.620604781997187	0.39911752908142795	1.5827050853022044	0.9060333333333332	0.002359799846452143
ENSG00000075426	FOS-like antigen 2	FOSL2	V$AP1_Q4_01,V$AP1_Q6_01,V$FOSL2_02,V$FRA2_01,V$FRA2_03,V$FRA2_04,V$FRA2_Q4_01,V$JUNBFRA2_01,V$JUNDFRA2_01,V$JUNFRA2_01	0.5928270042194093	0.3658243080625752	4.775061021112406	0.9260999999999999	6.811919950043087E-4
ENSG00000075891	paired box 2	PAX2	V$PAX2_05,V$PAX2_Q2	0.36919831223628696	0.25872442839951865	1.6570314355124482	0.8358	0.04165059754260119
ENSG00000077092	retinoic acid receptor, beta	RARB	V$DR4_Q2,V$RARB_08,V$T3R_Q6	5.6786216596343175	5.180505415162455	2.4980197739951513	0.8493	0.019148320827342812
ENSG00000078399	homeobox A9	HOXA9	V$MEIS1BHOXA9_02	0.2795358649789029	0.1684717208182912	1.6592450271247738	0.8273	0.018086371359057912
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression)	RFX3	V$RFX3ETV7_01,V$RFX3_06,V$RFX3_09,V$RFX3_11,V$RFX3_13	4.70253164556962	4.093862815884476	2.2165898127895955	0.76034	0.023214883678973314
ENSG00000081059	transcription factor 7 (T-cell specific, HMG-box)	TCF7	V$LEF1TCF1_Q4,V$TCF1_Q5_01,V$TCF7RELATED_Q4,V$TCF7_08	0.28481012658227844	0.1865222623345367	1.7006190732936308	0.95285	0.03495012921934144
ENSG00000083307	grainyhead-like 2 (Drosophila)	GRHL2	V$GRHL2_01	0.0580168776371308	0.012033694344163659	4.82120253164557	0.9068	0.020208892559600813
ENSG00000083814	zinc finger protein 671	ZNF671	V$ZNF671_03	0.3639240506329114	0.24067388688327315	1.5121044303797468	0.7038	0.022174859655415
ENSG00000083828	zinc finger protein 586	ZNF586	V$ZNF586_03,V$ZNF586_04,V$ZNF586_05	0.9247538677918424	0.7521058965102285	1.9634603469369791	0.7799	0.032701804179094934
ENSG00000085274	myoneurin	MYNN	V$MYNN_02	0.06856540084388185	0.012033694344163659	5.697784810126581	0.9015	0.007523731332573471
ENSG00000089116	LIM homeobox 5	LHX5	V$LHX5_03	0.04219409282700422	0.006016847172081829	7.0126582278481004	0.9985	0.030800386704134382
ENSG00000089225	T-box 5	TBX5	V$TBX2RELATED_Q6,V$TBX5CSX_Q5,V$TBX5_04,V$TBX5_Q2	0.2979957805907173	0.1910348977135981	4.278631978841803	0.8686750000000001	0.017110313731297434
ENSG00000091831	estrogen receptor 1	ESR1	V$ERALPHA_01,V$ESR1_03,V$ESR1_09,V$ESR1_10,V$ESR1_11,V$ESR1_12	0.2162447257383966	0.07019655034095466	4.598752385975487	0.80375	1.3998108015012196E-4
ENSG00000100968	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	NFATC4	V$NFAT3_Q3_01,V$NFATC4_02,V$NFATC4_04	0.3533755274261603	0.246690734055355	1.8156616268166903	0.8878666666666667	0.03969107126773334
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFATC2_02	0.8755274261603375	0.7190132370637786	2.6172063164375867	0.90145	0.033511710339027306
ENSG00000102145	GATA binding protein 1 (globin transcription factor 1)	GATA1	V$TAL1GATA1_02	0.14767932489451474	0.036101083032490974	4.090717299578058	0.903	3.989826387876533E-4
ENSG00000102870	zinc finger protein 629	ZNF629	V$ZNF629_02	0.052742616033755275	0.006016847172081829	8.765822784810126	0.9057	0.0104711909263422
ENSG00000102908	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	V$NFAT5_04,V$NFAT5_05,V$NFAT5_Q5_01,V$NFAT5_Q5_03	1.8829113924050631	1.6170276774969914	1.5819059777533218	0.8605	0.03454107467017342
ENSG00000103343	zinc finger protein 174	ZNF174	V$ZNF174_02,V$ZNF174_03	0.23470464135021096	0.1444043321299639	2.146607300559317	0.84125	0.025155516196683825
ENSG00000105419	Meis homeobox 3	MEIS3	V$MEIS3_03,V$MEIS3_06,V$MEIS3_07	1.0056258790436006	0.6718812675491375	1.5225029417527634	0.7912333333333333	9.867075390936843E-4
ENSG00000105497	zinc finger protein 175	ZNF175	V$ZNF175_03,V$ZNF175_04	0.4825949367088608	0.3369434416365824	1.5356791810510166	0.74365	0.016942196388172376
ENSG00000105717	pre-B-cell leukemia homeobox 4	PBX4	V$PBX4HOXA10_01,V$PBX4HOXA1_01	0.7489451476793249	0.5746089049338147	2.9623507496184573	0.8806	0.007837036443175557
ENSG00000105991	homeobox A1	HOXA1	V$HOXA1_05,V$PBX4HOXA1_01	0.7753164556962024	0.5896510228640193	2.049244209534069	0.9027000000000001	0.007621259193994291
ENSG00000105996	homeobox A2	HOXA2	V$ETV5HOXA2_01,V$GCM1HOXA2_01,V$HOXA2_06,V$HOXA2_09	0.1371308016877637	0.07821901323706379	3.710449652851276	0.939475	0.04852908193784821
ENSG00000105997	homeobox A3	HOXA3	V$ERFHOXA3_01,V$HOXA3PAX5_01,V$HOXA3_01	0.7366385372714488	0.587645407139992	1.9465282948622489	0.8372999999999999	0.02348071638643547
ENSG00000106004	homeobox A5	HOXA5	V$HOX13_02,V$HOXA5_06,V$HOXA5_09	0.0509845288326301	0.006016847172081829	8.473628691983121	0.9860666666666665	0.012991306213290393
ENSG00000106038	even-skipped homeobox 1	EVX1	V$MGAEVX1_01	0.2320675105485232	0.13237063778580022	1.7531645569620256	0.853	0.019095606679380234
ENSG00000106511	mesenchyme homeobox 2	MEOX2	V$MEOX2_07,V$MEOX2_09	0.13185654008438819	0.07220216606498196	5.14515685195377	0.9917	0.03844209852929388
ENSG00000106852	LIM homeobox 6	LHX6	V$LHX6_06,V$LHX6_07	0.1160337552742616	0.0421179302045728	2.651661392405064	0.8108	0.04855245269769926
ENSG00000108001	early B-cell factor 3	EBF3	V$EBF_Q6	0.3059071729957806	0.17448856799037304	1.7531645569620251	0.9282	0.007835118565171233
ENSG00000108055	structural maintenance of chromosomes 3	SMC3	V$SMC3_01,V$SMC3_02,V$SMC3_03	11.485583684950774	10.052146008824709	2.1132644579446476	0.8925333333333333	0.014159161139142083
ENSG00000109705	NK3 homeobox 2	NKX3-2	V$NKX32_07	0.10021097046413502	0.036101083032490974	2.77584388185654	0.9749	0.01715663746313724
ENSG00000111206	forkhead box M1	FOXM1	V$FOXM1_Q3	0.24789029535864976	0.1022864019253911	2.4234921816827995	0.9036	7.644794381116522E-4
ENSG00000111249	cut-like homeobox 2	CUX2	V$CUX2_02,V$CUX2_05	0.6065400843881857	0.46630565583634176	1.6331562688366486	0.76285	0.02589579525233181
ENSG00000111783	regulatory factor X, 4 (influences HLA class II expression)	RFX4	V$RFX4_05,V$RFX4_07,V$RFX4_08	0.47995780590717296	0.3369434416365824	1.602776026426543	0.7708333333333334	0.015943381291937272
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$BACH2_01,V$BACH2_03,V$BACH2_06,V$BACH2_07,V$MAF_Q4	1.9356540084388185	1.658243080625752	2.8536739763041425	0.84354	0.0023741574295163864
ENSG00000112837	T-box 18	TBX18	V$TBX18_03	0.39556962025316456	0.25872442839951865	1.5289225787459524	0.9019	0.015500751088930646
ENSG00000113430	iroquois homeobox 4	IRX4	V$IRX4_01	0.33755274261603374	0.19253910950661854	1.7531645569620251	0.8467	0.005389470444515944
ENSG00000113722	caudal type homeobox 1	CDX1	V$CDX1_01,V$CDX1_03,V$CDX1_05,V$CDX1_Q4	0.13449367088607594	0.07821901323706379	5.823010849909584	0.951425	0.03505257439257389
ENSG00000113916	B-cell CLL/lymphoma 6	BCL6	V$BCL6_02,V$BCL6_05,V$BCL6_08,V$BCL6_09,V$BCL6_10,V$BCL6_Q3	1.0372714486638535	0.8654231849177698	1.533742641089443	0.8285499999999999	0.044205573984788644
ENSG00000114439	bobby sox homolog (Drosophila)	BBX	V$BBX_06	0.14767932489451474	0.07220216606498195	2.045358649789029	0.8771	0.023707130223892956
ENSG00000115844	distal-less homeobox 2	DLX2	V$DLX2_Q6,V$ETV5DLX2_01,V$MEIS1DLX2_01	0.2619549929676512	0.18050541516245489	2.5757672038364423	0.9070666666666666	0.041443390394766
ENSG00000116044	nuclear factor (erythroid-derived 2)-like 2	NFE2L2	V$MAF_Q4,V$NRF2_03,V$NRF2_Q3,V$NRF2_Q4,V$NRF2_Q4_01,V$NRF2_Q6	2.39803094233474	2.1048937023666263	3.886072476145124	0.8702333333333332	0.004121439852095617
ENSG00000117595	interferon regulatory factor 6	IRF6	V$IRF6_05,V$IRF6_06	0.08966244725738397	0.030084235860409148	3.8350474683544307	0.8045	0.016303972106839665
ENSG00000118707	TGFB-induced factor homeobox 2	TGIF2	V$TGIF2_03,V$TGIF2_04,V$TGIF2_05	0.9757383966244726	0.6417970316887285	1.52894439381119	0.7701666666666666	3.1142036293724436E-4
ENSG00000119547	one cut homeobox 2	ONECUT2	V$HOXB13ONECUT2_01,V$ONECUT2_01,V$ONECUT2_03,V$ONECUT2_05,V$ONECUT2_06,V$TEAD4ONECUT2_01	0.375351617440225	0.27476935419173687	1.6723155144889221	0.8340333333333332	0.04380049745635173
ENSG00000119950	MAX interactor 1, dimerization protein	MXI1	V$EBOX_Q6_01,V$MXI1_01	3.92668776371308	3.561973525872443	2.301306820008789	0.86405	0.020758899537514815
ENSG00000120075	homeobox B5	HOXB5	V$HOXB5_05	0.2320675105485232	0.1444043321299639	1.6070675105485233	0.9604	0.03785953248569216
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_01,V$ZFP30_02	0.6935654008438819	0.5716004813477737	1.70123687748172	0.79705	0.047191450162751176
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_01	0.11075949367088607	0.048134777376654635	2.3010284810126582	0.9973	0.02847740227434454
ENSG00000122386	zinc finger protein 205	ZNF205	V$ZNF210_02	0.2109704641350211	0.1022864019253911	2.062546537602383	0.8315	0.007026458179255203
ENSG00000122691	twist basic helix-loop-helix transcription factor 1	TWIST1	V$TWIST1_01,V$TWIST_02,V$TWIST_Q6,V$TWIST_Q6_01	2.2402426160337554	1.9479542719614922	2.234589649717228	0.87475	0.026998722921103047
ENSG00000123364	homeobox C13	HOXC13	V$HOXC13_Q2	0.18987341772151897	0.07220216606498195	2.6297468354430378	0.9327	0.0016684239841536527
ENSG00000123388	homeobox C11	HOXC11	V$HOXC11_06,V$HOXC11_07,V$HOXC11_08,V$HOXC11_10,V$HOXC11_11	0.5147679324894515	0.40192539109506614	6.102260749057206	0.9193200000000001	0.020735590911942933
ENSG00000123405	nuclear factor (erythroid-derived 2), 45kDa	NFE2	V$MAF_Q4,V$NFE2MAF_01,V$NFE2_01,V$NFE2_03,V$NFE2_04,V$NFE2_08,V$NFE2_10,V$NFE2_11,V$NFE2_Q6	1.375410220346929	1.1204706511565719	6.097881950575854	0.8673666666666666	0.0020369361497603027
ENSG00000123407	homeobox C12	HOXC12	V$HOXC12_04,V$HOXC12_06,V$HOXC12_08	0.13713080168776373	0.06417970316887284	2.1380116484546865	0.8964333333333333	0.026087847451100838
ENSG00000124092	CCCTC-binding factor (zinc finger protein)-like	CTCFL	V$CTCFL_01,V$CTCFL_03,V$CTCFL_04,V$CTCFL_05,V$CTCFL_06	4.0928270042194095	3.468110709987966	1.5539633585963863	0.82122	0.0029957818624483054
ENSG00000124813	runt-related transcription factor 2	RUNX2	V$AML3_Q3,V$AML3_Q6,V$AML_Q4,V$AML_Q6,V$OSF2_Q6,V$PEBP_Q6,V$RUNX2_02,V$RUNX2_04,V$RUNX2_05	1.834857008907642	1.5837678834068722	2.160592887611296	0.9180555555555555	0.031866035204049466
