ID	Average Intensity	Ensembl ID	Gene symbol ID	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat	UniProt ID
MO000008280	NaN	ENSG00000108443	RPS6KB1	842.277626515701	0.553293238827113	1.06917031732168	0.131504646686616	0.463100395201228	0.733751187346981	
MO000016977	NaN	ENSG00000039068	CDH1	53.3653756989742	1.76236079947477E-4	13.2631589011354	0.919408344886492	4.98663219836159E-5	4.05625263275958	
MO000017914	NaN	ENSG00000120738	EGR1	3436.41631683935	6.88592678487532E-33	-20.7109960513947	0.356682018263964	1.51596283730157E-34	-12.2583276127878	
MO000019441	92.78402932261926	ENSG00000159593	NAE1	750.952614282294	0.844429542865037	1.03505625266934	0.186308946019381	0.789615095808965	0.26681046571253	Q13564
MO000019442	191.99744364924754	ENSG00000144744	UBA3	961.246319028784	0.967800474197912	1.0118031565806	0.256276773936511	0.947333158750784	0.0660561035776023	Q8TBC4
MO000019453	1032.2335263399882	ENSG00000130725	UBE2M	1237.79499823023	2.34904541719174E-8	2.03620340945984	0.173433085608099	3.3158520498441E-9	5.91514407476412	P61081
MO000019548	204.22253568233248	ENSG00000141510	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068	P04637
MO000021414	1289.3340280530172	ENSG00000100823	APEX1	2410.05322106362	0.829091771852254	1.0786451443232	0.373739483816509	0.77010580119599	0.292236506406398	P27695
MO000022209	NaN	ENSG00000185386	MAPK11	26.2282406686611	0.00921621479343695	-2.10719304305771	0.373874830891162	0.0040255019830196	-2.87615639989375	
MO000022265	NaN	ENSG00000071242	RPS6KA2	3708.39983284103	0.0115302022144154	-3.19545156023534	0.599335901175632	0.00516655542969917	-2.79646157435653	
MO000023628	NaN	ENSG00000134508	CABLES1	261.015287062562	0.0209873245376321	1.25751430267146	0.128561999630922	0.0101309917881374	2.57132597460127	
MO000023642	NaN	ENSG00000170836	PPM1D	298.497426833334	1.7016497784969E-7	-1.64165843490849	0.128715157115421	2.75872481289299E-8	-5.55609771060214	
MO000024783	NaN	ENSG00000167967	E4F1	176.416334359314	0.227086290176105	-1.13653769716267	0.130783100651661	0.15799544721601	-1.41184553622105	
MO000025284	14.859360255413339	ENSG00000160007	ARHGAP35	2369.57877960623	0.899179914113098	-1.0269481886935	0.21351135369423	0.857404983259118	-0.17967848723953	Q9NRY4
MO000026229	NaN	ENSG00000102554	KLF5	1525.7691721042	1.64976906780359E-18	-2.76409324137321	0.161035424423047	8.34565493627878E-20	-9.10859389073404	
MO000027184	696.0924745439763	ENSG00000167986	DDB1	4752.49152763949	0.187020284365479	1.11738980912989	0.104557368377188	0.125638879824644	1.53152829127267	Q16531
MO000030923	NaN	ENSG00000175054	ATR	590.435466818859	0.280313339760981	1.31431727592516	0.309282400569194	0.202333821447869	1.27493055947816	
MO000030983	8.360403558138366	ENSG00000169375	SIN3A	1119.76438777505	0.38209036459289	-1.12625408492892	0.163485929995569	0.294077913646035	-1.04921774439383	Q96ST3
MO000031070	161.8802121253423	ENSG00000140464	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716	P29590,P29590-11,P29590-14,P29590-2,P29590-3
MO000031220	1698.1082080243405	ENSG00000079246	XRCC5	6867.575359545	0.741846627463201	1.07623951478699	0.246049905922674	0.666611190457018	0.430803588013211	P13010
MO000031364	NaN	ENSG00000198625	MDM4	535.067453994853	0.0504084606748985	-1.54836056113521	0.28623941983772	0.0275563531686171	-2.20354508176836	
MO000031935	9.7570357868696	ENSG00000157764	BRAF	183.884292786363	0.0636278902504767	1.3466642707092	0.204730366399811	0.0359630395071753	2.09734507389203	P15056
MO000032109	NaN	ENSG00000115325	DOK1	137.884130583468	5.36689280448927E-8	3.39525707063698	0.305800036207562	8.07388836605767E-9	5.76690844644464	
MO000032219	NaN	ENSG00000145715	RASA1	1154.9720433078	0.00262635401006442	-1.44455133946626	0.161085807284256	9.87619646358501E-4	-3.29402997851078	
MO000032352	93.288720963636	ENSG00000177189	RPS6KA3	1345.71448700467	2.58641313505159E-23	1.71640255738772	0.0758889045973404	9.6087707728748E-25	10.2701173499304	P51812
MO000032542	194.389901361462	ENSG00000133703	KRAS	948.685773893686	2.18744967061814E-4	-1.64308809800185	0.179067860705416	6.31359411203909E-5	-4.0007728522592	P01116-2
