ID	Gene symbol ID
ENSG00000010610	CD4
ENSG00000010671	BTK
ENSG00000014257	ACPP
ENSG00000017427	IGF1
ENSG00000034971	MYOC
ENSG00000049540	ELN
ENSG00000072832	CRMP1
ENSG00000081237	PTPRC
ENSG00000087303	NID2
ENSG00000091513	TF
ENSG00000101336	HCK
ENSG00000110786	PTPN5
ENSG00000116824	CD2
ENSG00000116962	NID1
ENSG00000117560	FASLG
ENSG00000118137	APOA1
ENSG00000118271	TTR
ENSG00000118785	SPP1
ENSG00000122194	PLG
ENSG00000125810	CD93
ENSG00000135218	CD36
ENSG00000139219	COL2A1
ENSG00000141968	VAV1
ENSG00000143632	ACTA1
ENSG00000149294	NCAM1
ENSG00000149968	MMP3
ENSG00000160307	S100B
ENSG00000164692	COL1A2
ENSG00000165409	TSHR
ENSG00000167768	KRT1
ENSG00000168542	COL3A1
ENSG00000171403	KRT9
ENSG00000173372	C1QA
ENSG00000175899	A2M
ENSG00000176884	GRIN1
ENSG00000180210	F2
ENSG00000182866	LCK
ENSG00000197614	MFAP5
ENSG00000211592	IGKC
ENSG00000232810	TNF
