ID	Gene description	Gene symbol	Transpath ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
ENSG00000004897	cell division cycle 27	CDC27	MO000043414	cyclosome(h)	8.477398	25.0	90478.0	0.513837	0.048	1.2466834	168.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000257752"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000005483	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	MLL5	MO000215264	MLL5(h)	9.556149	19.0	46421.0	0.26586312	0.002	2.3637176	128.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)"]
ENSG00000036257	cullin 3	CUL3	MO000108730,MO000108731,MO000108732	CUL3(h),CUL3-isoform1(h),CUL3-isoform2(h)	9.555076	20.333333333333332	58740.666666666664	0.3270572133333333	0.013999999999999999	1.9425239	148.33333333333334	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000038382	trio Rho guanine nucleotide exchange factor	TRIO	MO000190221,MO000190223,MO000190224	TRIO(h),TRIO-isoform3(h),TRIO-isoform4(h)	9.296096333333333	14.666666666666666	51714.333333333336	0.26620491333333335	0.0033333333333333335	3.0382001333333335	110.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000094091","MO000094092","MO000101724","MO000190221","MO000190223","MO000190224","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)"]
ENSG00000051523	cytochrome b-245, alpha polypeptide	CYBA	MO000016807	Ras:GTP:Raf{p}	9.477456	23.0	76204.0	0.28922868	0.006	1.919547	154.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000053900	anaphase promoting complex subunit 4	ANAPC4	MO000043414	cyclosome(h)	8.477398	25.0	90478.0	0.513837	0.048	1.2466834	168.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000257752"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000066027	protein phosphatase 2, regulatory subunit B', alpha	PPP2R5A	MO000018003	PP2A(h)	8.567327	25.0	91536.0	0.49289626	0.015	1.9028563	95.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000257752"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000068971	protein phosphatase 2, regulatory subunit B', beta	PPP2R5B	MO000018003	PP2A(h)	8.567327	25.0	91536.0	0.49289626	0.015	1.9028563	95.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000257752"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000069956	mitogen-activated protein kinase 6	MAPK6	MO000056630,MO000137417	ERK(h){p},ERK3(h)	8.9579865	23.5	79209.5	0.34778209	0.006500000000000001	2.3132332	75.5	["MO000019548","MO000031935","MO000032715","MO000038101","MO000044636","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TBP-1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
ENSG00000070159	protein tyrosine phosphatase, non-receptor type 3	PTPN3	MO000158019	ptpn3-isoform1(h)	8.806029	18.0	58516.0	0.23606022	0.033	1.8818601	214.0	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722"]	["B-Raf(h)","MAP7D3(h)","MAP7D3-isoform3(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO-isoform4(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
