ID	Average Intensity	Ensembl ID	Gene symbol ID	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat	UniProt ID
MO000008230	18.346819428833804	ENSG00000078061	ARAF	959.744632027648	8.00801457857759E-9	1.83046356141769	0.142977171800586	1.05844498638747E-9	6.10033786214396	P10398
MO000008280	NaN	ENSG00000108443	RPS6KB1	842.277626515701	0.553293238827113	1.06917031732168	0.131504646686616	0.463100395201228	0.733751187346981	
MO000017153	NaN	ENSG00000121966	CXCR4	22.749371149645	0.19451712887905	-2.2815382350263	0.788812065903591	0.13139942999794	-1.50860627359222	
MO000017914	NaN	ENSG00000120738	EGR1	3436.41631683935	6.88592678487532E-33	-20.7109960513947	0.356682018263964	1.51596283730157E-34	-12.2583276127878	
MO000018459	1319.0515200363002	ENSG00000140575	IQGAP1	9728.06969451069	0.00292288537316311	-1.46322476184668	0.168422134511753	0.00111190297481721	-3.26056546204164	P46940
MO000019441	92.78402932261926	ENSG00000159593	NAE1	750.952614282294	0.844429542865037	1.03505625266934	0.186308946019381	0.789615095808965	0.26681046571253	Q13564
MO000019442	191.99744364924754	ENSG00000144744	UBA3	961.246319028784	0.967800474197912	1.0118031565806	0.256276773936511	0.947333158750784	0.0660561035776023	Q8TBC4
MO000019453	1032.2335263399882	ENSG00000130725	UBE2M	1237.79499823023	2.34904541719174E-8	2.03620340945984	0.173433085608099	3.3158520498441E-9	5.91514407476412	P61081
MO000019548	204.22253568233248	ENSG00000141510	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068	P04637
MO000020527	2.445285724614951	ENSG00000129675		NaN	NaN	NaN	NaN	NaN	NaN	Q15052
MO000022265	NaN	ENSG00000071242	RPS6KA2	3708.39983284103	0.0115302022144154	-3.19545156023534	0.599335901175632	0.00516655542969917	-2.79646157435653	
MO000023642	NaN	ENSG00000170836	PPM1D	298.497426833334	1.7016497784969E-7	-1.64165843490849	0.128715157115421	2.75872481289299E-8	-5.55609771060214	
MO000025284	14.859360255413339	ENSG00000160007	ARHGAP35	2369.57877960623	0.899179914113098	-1.0269481886935	0.21351135369423	0.857404983259118	-0.17967848723953	Q9NRY4
MO000026229	NaN	ENSG00000102554	KLF5	1525.7691721042	1.64976906780359E-18	-2.76409324137321	0.161035424423047	8.34565493627878E-20	-9.10859389073404	
MO000031935	9.7570357868696	ENSG00000157764	BRAF	183.884292786363	0.0636278902504767	1.3466642707092	0.204730366399811	0.0359630395071753	2.09734507389203	P15056
MO000032109	NaN	ENSG00000115325	DOK1	137.884130583468	5.36689280448927E-8	3.39525707063698	0.305800036207562	8.07388836605767E-9	5.76690844644464	
MO000032219	NaN	ENSG00000145715	RASA1	1154.9720433078	0.00262635401006442	-1.44455133946626	0.161085807284256	9.87619646358501E-4	-3.29402997851078	
MO000032352	93.288720963636	ENSG00000177189	RPS6KA3	1345.71448700467	2.58641313505159E-23	1.71640255738772	0.0758889045973404	9.6087707728748E-25	10.2701173499304	P51812
MO000032542	194.389901361462	ENSG00000133703	KRAS	948.685773893686	2.18744967061814E-4	-1.64308809800185	0.179067860705416	6.31359411203909E-5	-4.0007728522592	P01116-2
MO000032563	853.6802256436114	ENSG00000116473	RAP1A	562.94386207985	9.55434429533313E-4	1.99475745792313	0.276967831118857	3.22086960664205E-4	3.59685576532747	P62834
MO000032564	931.6430504068992	ENSG00000127314	RAP1B	1606.49431767043	0.527586666171111	-1.12115063683275	0.212085297316462	0.436630810327771	-0.777895179513394	P61224
MO000032569	194.389901361462	ENSG00000133703	KRAS	948.685773893686	2.18744967061814E-4	-1.64308809800185	0.179067860705416	6.31359411203909E-5	-4.0007728522592	P01116-2
MO000032696	NaN	ENSG00000198873	GRK5	65.8320834419378	2.46001499817496E-13	5.52360905089089	0.322103411622213	1.93734892207546E-14	7.65471933363032	
MO000032715	58.164799594065	ENSG00000104067	TJP1	2980.50540887885	7.82518336241081E-20	-2.10451265577902	0.113669653038606	3.5911606365738E-21	-9.44391186966474	Q07157
MO000034406	NaN	ENSG00000108443	RPS6KB1	842.277626515701	0.553293238827113	1.06917031732168	0.131504646686616	0.463100395201228	0.733751187346981	
MO000036288	35.17364891056228	ENSG00000161800	RACGAP1	945.974838891844	0.00169060345987308	2.48798732997887	0.383444559609804	6.04950052294527E-4	3.42938530652873	Q9H0H5
MO000038101	1998.3433122212045	ENSG00000137076	TLN1	9988.0432276612	0.637785655835275	-1.13322290077323	0.303910780476876	0.552713153948061	-0.593699445579185	Q9Y490
MO000042526	NaN	ENSG00000157168	NRG1	279.534768187126	0.328879497485351	1.65634583610825	0.6266949672341	0.24537524952003	1.16165594000609	
MO000044636	1225.0670091941586	ENSG00000165916	PSMC3	1739.41016183089	0.0328834247169602	1.7479853966552	0.337361055420299	0.0169301064042561	2.38822211133345	P17980
MO000056623	204.22253568233248	ENSG00000141510	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068	P04637
MO000056883	115.8390833947533	ENSG00000102882	MAPK3	532.265346424517	0.00132975768220464	-1.35670832666275	0.125724173195022	4.64204361258487E-4	-3.50060440747272	P27361
MO000057028	298.9472738609477	ENSG00000174775	HRAS	384.73863210165	0.0193778508133534	1.79495660384383	0.32429384035915	0.00925682521249793	2.60242058223158	P01112
MO000057036	11.984172105543447	ENSG00000132155	RAF1	1370.00622227266	0.0557761564349422	1.17427172605082	0.107390450422072	0.030915023817603	2.15816476489773	P04049
MO000057270	204.22253568233248	ENSG00000141510	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068	P04637
MO000057322	0.4806381723112582	ENSG00000077235	GTF3C1	1530.16296871432	0.885711466644026	1.01838887841393	0.130544492456619	0.840404332130143	0.201376317063097	Q12789-3
MO000057360	0.4806381723112582	ENSG00000077235	GTF3C1	1530.16296871432	0.885711466644026	1.01838887841393	0.130544492456619	0.840404332130143	0.201376317063097	Q12789-3
MO000057556	204.22253568233248	ENSG00000141510	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068	P04637
MO000058389	620.141968580609	ENSG00000169032	MAP2K1	1079.38689799188	0.235771995731854	1.28821880607412	0.263269334040753	0.165183520441516	1.38784739100875	Q02750
MO000058401	605.7402042930701	ENSG00000126934	MAP2K2	1992.43205171455	0.0231669578750268	1.39198297424391	0.188382368121624	0.0113144009565287	2.53283558340294	P36507
MO000060228	1319.0515200363002	ENSG00000140575	IQGAP1	9728.06969451069	0.00292288537316311	-1.46322476184668	0.168422134511753	0.00111190297481721	-3.26056546204164	P46940
MO000064551	363.7682855553583	ENSG00000100462	PRMT5	2011.31832624896	4.8199471237148E-12	3.07867727422981	0.223900678746492	4.30303656613308E-13	7.24567094784442	O14744
MO000078407	NaN	ENSG00000137764	MAP2K5	354.601295300413	0.0533164733823545	-1.77189750641314	0.378850300940014	0.0293747660310552	-2.17842021782606	
MO000079049	NaN	ENSG00000166484	MAPK7	381.370027262669	1.53499879243849E-4	-1.8304588367426	0.21319007850156	4.29128759941929E-5	-4.09120976403376	
MO000079128	9.7570357868696	ENSG00000157764	BRAF	183.884292786363	0.0636278902504767	1.3466642707092	0.204730366399811	0.0359630395071753	2.09734507389203	P15056
MO000079319	NaN	ENSG00000173039	RELA	1579.48974590845	0.536061850020957	1.07561782234781	0.137727734342901	0.445120074412384	0.763575801361232	
MO000080462	10.966904492917475	ENSG00000184216	IRAK1	2574.84007663804	7.07175474016499E-5	2.42869453932754	0.298867040945545	1.84020165840797E-5	4.28344673719889	P51617-2
MO000081703	58.164799594065	ENSG00000104067	TJP1	2980.50540887885	7.82518336241081E-20	-2.10451265577902	0.113669653038606	3.5911606365738E-21	-9.44391186966474	Q07157
MO000082710	7.038974248064063	ENSG00000149554	CHEK1	676.554842670366	0.00237209225431513	2.00639691258471	0.302042347289187	8.8087084280031E-4	3.32604696749245	O14757
MO000082834	363.7682855553583	ENSG00000100462	PRMT5	2011.31832624896	4.8199471237148E-12	3.07867727422981	0.223900678746492	4.30303656613308E-13	7.24567094784442	O14744
MO000083650	18.028392419532487	ENSG00000178999	AURKB	437.007785983699	6.2734214588539E-9	6.80226540493719	0.450394361976268	8.18392210240378E-10	6.14131865425774	Q96GD4
MO000084029	NaN	ENSG00000079335	CDC14A	101.835764906387	0.851979349561096	1.04704019552241	0.26036652668528	0.79895044467947	0.25470565957738	
MO000089580	10.966904492917475	ENSG00000184216	IRAK1	2574.84007663804	7.07175474016499E-5	2.42869453932754	0.298867040945545	1.84020165840797E-5	4.28344673719889	P51617-2
MO000094091	159.16144108590206	ENSG00000167978	SRRM2	10638.3722173507	3.72148094486187E-5	-1.57635080188353	0.148000514353522	9.14782487215338E-6	-4.43639423455051	Q9UQ35
MO000094092	159.16144108590206	ENSG00000167978	SRRM2	10638.3722173507	3.72148094486187E-5	-1.57635080188353	0.148000514353522	9.14782487215338E-6	-4.43639423455051	Q9UQ35
MO000095151	13.704365895615828	ENSG00000134690	CDCA8	658.063056283693	4.59104016717926E-8	5.50441609374252	0.424601606820414	6.82989221147348E-9	5.79505468624888	Q53HL2
MO000095627	NaN	ENSG00000143207	RFWD2	586.147420436019	2.45212239523481E-13	-1.57735260174311	0.085889285892699	1.92914849710096E-14	-7.65526444548429	
MO000100566	1032.2335263399882	ENSG00000130725	UBE2M	1237.79499823023	2.34904541719174E-8	2.03620340945984	0.173433085608099	3.3158520498441E-9	5.91514407476412	P61081
MO000101724	1998.3433122212045	ENSG00000137076	TLN1	9988.0432276612	0.637785655835275	-1.13322290077323	0.303910780476876	0.552713153948061	-0.593699445579185	Q9Y490
MO000103920	66.49258737098165	ENSG00000124486	USP9X	3193.04558967649	1.47348254197115E-4	1.77419102242231	0.201683337897929	4.10857738331899E-5	4.1012874824249	Q93008
MO000103921	66.49258737098165	ENSG00000124486	USP9X	3193.04558967649	1.47348254197115E-4	1.77419102242231	0.201683337897929	4.10857738331899E-5	4.1012874824249	Q93008
MO000104531	319.92865465682513	ENSG00000175063	UBE2C	1117.58816525396	7.80648476254172E-13	5.90627333121249	0.341674220694809	6.42589640105619E-14	7.49909699952571	O00762
MO000108730	19.642343852740133	ENSG00000036257	CUL3	1514.80759208376	0.511386326482682	-1.08055280307007	0.13844997777955	0.419498212780412	-0.807292102791026	Q13618
MO000108731	19.642343852740133	ENSG00000036257	CUL3	1514.80759208376	0.511386326482682	-1.08055280307007	0.13844997777955	0.419498212780412	-0.807292102791026	Q13618
MO000108732	19.642343852740133	ENSG00000036257	CUL3	1514.80759208376	0.511386326482682	-1.08055280307007	0.13844997777955	0.419498212780412	-0.807292102791026	Q13618
MO000114109	NaN	ENSG00000101255	TRIB3	771.955866215565	0.0193764729674331	3.77879285759573	0.736937694571888	0.00925303039318941	2.602561180623	
MO000118548	NaN	ENSG00000116678	LEPR	602.526294263058	8.44255894890774E-7	-3.29048532613557	0.327311561165679	1.52314560073779E-7	-5.24973936785908	
MO000121450	NaN	ENSG00000137764	MAP2K5	354.601295300413	0.0533164733823545	-1.77189750641314	0.378850300940014	0.0293747660310552	-2.17842021782606	
MO000121571	39.54324352063175	ENSG00000112079	STK38	1752.07814263529	1.29672811355708E-12	1.86263271374023	0.120796338251408	1.09783699456148E-13	7.42856310999314	Q15208
MO000121572	39.54324352063175	ENSG00000112079	STK38	1752.07814263529	1.29672811355708E-12	1.86263271374023	0.120796338251408	1.09783699456148E-13	7.42856310999314	Q15208
MO000133029	94.34806221702698	ENSG00000119408	NEK6	1040.65641130215	1.89102548487801E-6	1.74641644282105	0.158133798788603	3.64123806436648E-7	5.08681651169792	Q9HC98
MO000133225	16.657575326462883	ENSG00000112245	PTP4A1	3356.67963597589	0.113416874627698	1.40605366603252	0.271278401092201	0.0699319911706841	1.81235092081253	Q93096
MO000133379	67978.63794792848	ENSG00000240972	MIF	3318.11017290511	0.509462523279456	1.22102751752643	0.355280616120789	0.417425262902301	0.810896234488702	P14174
MO000133606	222.0444360560357	ENSG00000151414	NEK7	2111.87005167052	2.6570768963249E-7	-2.85758263729465	0.276791412532489	4.43240427626517E-8	-5.47269586836893	Q8TDX7
MO000134672	2.0816150451741846	ENSG00000114019	AMOTL2	1564.54228132792	0.106615929339387	-1.42707345760805	0.278181545322796	0.0651345232419017	-1.8443336988721	Q9Y2J4
MO000137417	19.093763527640075	ENSG00000069956	MAPK6	1520.91289312546	0.255014607762129	-1.15511601653186	0.155461259126167	0.180832292885797	-1.33819679726106	Q16659
MO000138647	283.32582319850843	ENSG00000213281	NRAS	2327.14852634008	0.0848946779538609	1.48352717777629	0.290469644184699	0.0501122530406724	1.95900455760586	P01111
MO000145324	NaN	ENSG00000182179	UBA7	209.897091044858	0.00248452670550466	-2.84036279516349	0.454779851940364	9.27449386142248E-4	-3.31165773568974	
MO000153667	96.2509502446276	ENSG00000148773	MKI67	3466.49625998512	4.01002038581271E-5	3.6048742903422	0.418688028155026	9.94147506413949E-6	4.4184424346715	P46013,P46013-2
MO000153668	96.2509502446276	ENSG00000148773	MKI67	3466.49625998512	4.01002038581271E-5	3.6048742903422	0.418688028155026	9.94147506413949E-6	4.4184424346715	P46013,P46013-2
MO000153669	96.2509502446276	ENSG00000148773	MKI67	3466.49625998512	4.01002038581271E-5	3.6048742903422	0.418688028155026	9.94147506413949E-6	4.4184424346715	P46013,P46013-2
MO000158019	NaN	ENSG00000070159	PTPN3	346.954694263511	0.813954328830431	1.06428988917685	0.283481773808506	0.751170154376736	0.317096798083601	
MO000178581	11.984172105543447	ENSG00000132155	RAF1	1370.00622227266	0.0557761564349422	1.17427172605082	0.107390450422072	0.030915023817603	2.15816476489773	P04049
MO000190221	4.23398793025186	ENSG00000038382	TRIO	2440.86435919598	0.308152933963356	-1.32790523612576	0.33835369888397	0.226569101750152	-1.20924404266675	O75962
MO000190223	4.23398793025186	ENSG00000038382	TRIO	2440.86435919598	0.308152933963356	-1.32790523612576	0.33835369888397	0.226569101750152	-1.20924404266675	O75962
MO000190224	4.23398793025186	ENSG00000038382	TRIO	2440.86435919598	0.308152933963356	-1.32790523612576	0.33835369888397	0.226569101750152	-1.20924404266675	O75962
MO000198688	NaN	ENSG00000133110	POSTN	29890.4127149795	2.86458487511662E-90	-4635.08045949775	0.595906111437122	7.8831149942505E-93	-20.4367406768735	
MO000199335	58.164799594065	ENSG00000104067	TJP1	2980.50540887885	7.82518336241081E-20	-2.10451265577902	0.113669653038606	3.5911606365738E-21	-9.44391186966474	Q07157
MO000199336	58.164799594065	ENSG00000104067	TJP1	2980.50540887885	7.82518336241081E-20	-2.10451265577902	0.113669653038606	3.5911606365738E-21	-9.44391186966474	Q07157
MO000214720	28.66776600052013	ENSG00000129680	MAP7D3	1080.41179871449	1.04391749472951E-6	2.92708282282685	0.297580681848309	1.92053781102401E-7	5.20686880028105	Q8IWC1
MO000214722	28.66776600052013	ENSG00000129680	MAP7D3	1080.41179871449	1.04391749472951E-6	2.92708282282685	0.297580681848309	1.92053781102401E-7	5.20686880028105	Q8IWC1
MO000215264	NaN	ENSG00000005483	KMT2E	1859.33620589632	6.09242929638506E-8	-2.31929182560697	0.211308832063897	9.26562092100973E-9	-5.74365182514138	
MO000220089	NaN	ENSG00000163162	RNF149	541.044885492108	8.31372722852187E-6	1.83122991353269	0.182793479640056	1.7983397337436E-6	4.77485814400913	
MO000222267	52.683576191603066	ENSG00000271303	SRXN1	1176.02252032473	0.033257176183408	1.43328018852491	0.217882658427779	0.0171494511909747	2.38348783666195	Q9BYN0
MO000255026	NaN	ENSG00000164086	DUSP7	952.938696635237	0.0245611692829647	-1.8597842711134	0.356780720784219	0.0121099949216031	-2.50892279484578	
MO000255877	NaN	ENSG00000117676	RPS6KA1	355.203423958521	9.72519176800409E-7	2.10842020448508	0.206096573925136	1.77344047376068E-7	5.22164149433049	
MO000255879	NaN	ENSG00000071242	RPS6KA2	3708.39983284103	0.0115302022144154	-3.19545156023534	0.599335901175632	0.00516655542969917	-2.79646157435653	
MO000256191	620.141968580609	ENSG00000169032	MAP2K1	1079.38689799188	0.235771995731854	1.28821880607412	0.263269334040753	0.165183520441516	1.38784739100875	Q02750
MO000257041	194.389901361462	ENSG00000133703	KRAS	948.685773893686	2.18744967061814E-4	-1.64308809800185	0.179067860705416	6.31359411203909E-5	-4.0007728522592	P01116-2
MO000257752	0.4806381723112582	ENSG00000077235	GTF3C1	1530.16296871432	0.885711466644026	1.01838887841393	0.130544492456619	0.840404332130143	0.201376317063097	Q12789-3
