ID	Gene symbol ID
ENSG00000004975	DVL2
ENSG00000005339	CREBBP
ENSG00000033800	PIAS1
ENSG00000034152	MAP2K3
ENSG00000050748	MAPK9
ENSG00000055332	EIF2AK2
ENSG00000064393	HIPK2
ENSG00000065361	ERBB3
ENSG00000065559	MAP2K4
ENSG00000066336	SPI1
ENSG00000067225	PKM
ENSG00000069956	MAPK6
ENSG00000071242	RPS6KA2
ENSG00000071564	TCF3
ENSG00000072062	PRKACA
ENSG00000072786	STK10
ENSG00000076984	MAP2K7
ENSG00000077092	RARB
ENSG00000078061	ARAF
ENSG00000082701	GSK3B
ENSG00000083799	CYLD
ENSG00000085511	MAP3K4
ENSG00000087586	AURKA
ENSG00000091436	MAP3K20
ENSG00000095015	MAP3K1
ENSG00000096717	SIRT1
ENSG00000097007	ABL1
ENSG00000100030	MAPK1
ENSG00000100324	TAB1
ENSG00000100393	EP300
ENSG00000100462	PRMT5
ENSG00000100614	PPM1A
ENSG00000100644	HIF1A
ENSG00000100784	RPS6KA5
ENSG00000100906	NFKBIA
ENSG00000101213	PTK6
ENSG00000101266	CSNK2A1
ENSG00000101966	XIAP
ENSG00000102081	FMR1
ENSG00000102882	MAPK3
ENSG00000103275	UBE2I
ENSG00000104365	IKBKB
ENSG00000105401	CDC37
ENSG00000105639	JAK3
ENSG00000105810	CDK6
ENSG00000107643	MAPK8
ENSG00000107758	PPP3CB
ENSG00000107984	DKK1
ENSG00000108094	CUL2
ENSG00000108443	RPS6KB1
ENSG00000108984	MAP2K6
ENSG00000109332	UBE2D3
ENSG00000111206	FOXM1
ENSG00000112062	MAPK14
ENSG00000113575	PPP2CA
ENSG00000114166	KAT2B
ENSG00000114738	MAPKAPK3
ENSG00000116030	SUMO1
ENSG00000116478	HDAC1
ENSG00000116809	ZBTB17
ENSG00000117676	RPS6KA1
ENSG00000118046	STK11
ENSG00000118260	CREB1
ENSG00000120129	DUSP1
ENSG00000120910	PPP3CC
ENSG00000120948	TARDBP
ENSG00000121022	COPS5
ENSG00000123143	PKN1
ENSG00000124216	SNAI1
ENSG00000124422	USP22
ENSG00000124762	CDKN1A
ENSG00000126767	ELK1
ENSG00000130726	TRIM28
ENSG00000131759	RARA
ENSG00000132155	RAF1
ENSG00000135341	MAP3K7
ENSG00000135679	MDM2
ENSG00000136238	RAC1
ENSG00000136875	PRPF4
ENSG00000137693	YAP1
ENSG00000138814	PPP3CA
ENSG00000139687	RB1
ENSG00000140575	IQGAP1
ENSG00000140992	PDPK1
ENSG00000141068	KSR1
ENSG00000141736	ERBB2
ENSG00000142208	AKT1
ENSG00000143851	PTPN7
ENSG00000145391	SETD7
ENSG00000145604	SKP2
ENSG00000146648	EGFR
ENSG00000147162	OGT
ENSG00000148400	NOTCH1
ENSG00000149269	PAK1
ENSG00000149311	ATM
ENSG00000149554	CHEK1
ENSG00000149923	PPP4C
ENSG00000149930	TAOK2
ENSG00000150457	LATS2
ENSG00000154229	PRKCA
ENSG00000154582	ELOC
ENSG00000156711	MAPK13
ENSG00000158402	CDC25C
ENSG00000160551	TAOK1
ENSG00000162889	MAPKAPK2
ENSG00000163932	PRKCD
ENSG00000164045	CDC25A
ENSG00000164305	CASP3
ENSG00000164327	RICTOR
ENSG00000164885	CDK5
ENSG00000164924	YWHAZ
ENSG00000166025	AMOTL1
ENSG00000166851	PLK1
ENSG00000168036	CTNNB1
ENSG00000168078	PBK
ENSG00000168610	STAT3
ENSG00000169032	MAP2K1
ENSG00000169967	MAP3K2
ENSG00000170312	CDK1
ENSG00000170345	FOS
ENSG00000170836	PPM1D
ENSG00000171720	HDAC3
ENSG00000173039	RELA
ENSG00000173163	COMMD1
ENSG00000177189	RPS6KA3
ENSG00000177606	JUN
ENSG00000179262	RAD23A
ENSG00000179295	PTPN11
ENSG00000180370	PAK2
ENSG00000183765	CHEK2
ENSG00000185386	MAPK11
ENSG00000188130	MAPK12
ENSG00000196396	PTPN1
ENSG00000198793	MTOR
ENSG00000213341	CHUK
ENSG00000213923	CSNK1E
ENSG00000269335	IKBKG
