ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000001167	nuclear transcription factor Y, alpha	NFYA	V$NFYA_03,V$NFYA_04,V$NFYA_05,V$NFY_01,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	2.6517857142857144	2.2885507993811243	1.1716552417673305	0.8048428571428572	0.011868024858105524
ENSG00000005073	homeobox A11	HOXA11	V$HOXA11_06	0.0859375	0.0315884476534296	2.7205357142857145	0.9938	0.013390009910566183
ENSG00000005513	SRY (sex determining region Y)-box 8	SOX8	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_03,V$ZFX_04	0.93359375	0.7524819494584838	1.7539605761562997	0.7446	0.013944517108838988
ENSG00000006194	zinc finger protein 263	ZNF263	V$FPM315_01,V$FPM315_02,V$FPM315_03,V$ZNF263_01,V$ZNF263_02,V$ZNF263_03,V$ZNF263_04	5.927455357142857	4.742457452294998	1.2732748342542493	0.7885285714285715	3.832507899385585E-5
ENSG00000006468	ets variant 1	ETV1	V$ER81_03,V$ER81_04,V$ER81_05,V$FOXO1ETV1_01,V$GCM1ETV1_01,V$HOXD12ETV1_01,V$TFAP4ETV1_01	14.521205357142858	13.192367199587418	1.189162623157949	0.7651714285714286	0.008568277898843136
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01	4.9296875	4.370487364620939	1.127949148167269	0.8808	0.004930373561149232
ENSG00000007372	paired box 6	PAX6	V$PAX6_01,V$PAX6_Q2,V$PAX_Q6	0.3541666666666667	0.2339049338146811	1.6302945232466508	0.8161999999999999	0.024542414008259805
ENSG00000007866	TEA domain family member 3	TEAD3	V$TEAD3_02	2.7421875	2.527075812274368	1.085122767857143	0.8613	0.09667188407771377
ENSG00000007968	E2F transcription factor 2	E2F2	V$E2F2_09,V$E2F2_11	8.5390625	6.033393501805054	3.2245493863830648	0.87585	3.5273348266334028E-15
ENSG00000008196	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	V$AP2BETA_Q3,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2B_02,V$TFAP2B_03,V$TFAP2B_04,V$TFAP2B_05,V$TFAP2B_06	12.61328125	10.875902527075812	1.1720782425782137	0.82534	0.0015108422674600022
ENSG00000008197	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	TFAP2D	V$AP2_Q4	23.03125	20.03610108303249	1.1494876126126126	0.864	4.9649586590181675E-11
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	V$MYOGNF1_01,V$NF1FAMILY_Q4,V$NF1_Q6_02,V$NFIX_02,V$NFIX_03,V$NFIX_04,V$NFIX_05	2.552455357142857	2.283393501805054	1.3507576282032947	0.8698142857142857	0.023752260189122944
ENSG00000009950	MLX interacting protein-like	MLXIPL	V$CHREBP_Q6,V$CHREB_Q6_01	0.87109375	0.7355595667870036	1.4885013395215454	0.8936	0.05783236681613111
ENSG00000010030	ets variant 7	ETV7	V$ELK1ETV7_01,V$ERFETV7_01,V$ETS_Q4,V$ETS_Q6,V$ETV2ETV7_01,V$ETV5ETV7_01,V$ETV7TBX21_01,V$ETV7_01,V$ETV7_02,V$ETV7_05,V$ETV7_07,V$FLI1ETV7_01,V$FOXO1ETV7_01,V$GCM1ETV7_01,V$HOXB2ETV7_01,V$RFX3ETV7_01,V$TEAD4ETV7_01,V$TFAP2CETV7_01	6.153645833333333	5.368155836341758	1.2700006585644659	0.7247833333333333	0.0022179360178251257
ENSG00000010818	human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	V$MIBP1_Q6	7.390625	6.41245487364621	1.152542223786066	0.8325	9.910028970383558E-5
ENSG00000011332	D4, zinc and double PHD fingers family 1	DPF1	V$NEUD4_01,V$NEUD4_02	0.30859375	0.22901624548736463	2.154074519230769	0.9156500000000001	0.039189146310117356
ENSG00000011590	zinc finger and BTB domain containing 32	ZBTB32	V$ZBTB32_01	0.046875	0.004512635379061372	10.3875	0.799	0.0023170739186256133
ENSG00000012504	nuclear receptor subfamily 1, group H, member 4	NR1H4	V$FXRIR1_Q6,V$FXRRXRA_02,V$FXRRXR_Q5,V$FXR_02,V$FXR_Q2,V$LXR_Q6,V$NR1H4_02	3.1763392857142856	2.7456162970603404	1.5586249469502698	0.813557142857143	0.013177164841867092
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_02,V$ZNF582_03,V$ZNF582_04	0.314453125	0.21886281588447654	3.274831947767145	0.8085749999999999	0.02719149809057354
ENSG00000019549	snail homolog 2 (Drosophila)	SNAI2	V$SLUG_02,V$SLUG_04,V$SLUG_05,V$SLUG_06,V$SLUG_07,V$SLUG_Q6,V$SLUG_Q6_01,V$SLUG_Q6_02,V$SNAI2_01	1.8845486111111112	1.459336141195347	1.3439668274505072	0.889888888888889	7.479572972159265E-4
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	3.095703125	2.7775270758122743	2.3063462969322344	0.7370000000000001	0.004970844003028848
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_01,V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_01,V$RUNX3_02,V$RUNX3_03,V$RUNX3_04,V$RUNX3_05	1.6333705357142858	1.2345281072717895	2.065407422516803	0.8754428571428573	0.006468537685051708
ENSG00000025156	heat shock transcription factor 2	HSF2	V$HSF2_05,V$HSF2_06,V$HSF2_07,V$HSF2_Q6	3.91015625	3.615749097472924	1.1794546831267367	0.776375	0.048259266498094595
ENSG00000025434	nuclear receptor subfamily 1, group H, member 3	NR1H3	V$LXRA_02,V$LXR_Q6	7.0	6.149593862815884	1.1490732226836209	0.7039	0.0011862693227103944
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$POU2F2_06	0.171875	0.11055956678700361	1.5545918367346938	1.0	0.05959924209121063
ENSG00000029153	aryl hydrocarbon receptor nuclear translocator-like 2	ARNTL2	V$ARNTLIKE_Q6	25.0859375	23.332581227436826	1.0751462624504398	0.8146	1.887483674785202E-4
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_02	7.15234375	6.264666064981949	3.4550135135135136	0.92135	0.008549979192181405
ENSG00000037965	homeobox C8	HOXC8	V$HOXC8_04	0.203125	0.09927797833935019	2.046022727272727	0.9945	0.0037247852324534753
ENSG00000039600	SRY (sex determining region Y)-box 30	SOX30	V$SOX30_05	0.2265625	0.15568592057761735	1.4552536231884057	0.9956	0.05986866419168421
ENSG00000043355	Zic family member 2	ZIC2	V$GLI_Q3,V$ZIC2_01	5.9609375	4.847698555956678	1.2545536608673182	0.83945	4.577001405726709E-4
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_03,V$FOXP3_04,V$FOXP3_05	0.1171875	0.07145006016847172	1.7142359913793104	0.8537333333333333	0.07926533328324158
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01	0.234375	0.14891696750902528	1.5738636363636362	0.9256	0.028546751333608636
ENSG00000052850	ALX homeobox 4	ALX4	V$ALX4TBX21_01	3.546875	2.937725631768953	1.2073540706605224	0.7033	3.6106404853735266E-4
ENSG00000057657	PR domain containing 1, with ZNF domain	PRDM1	V$BLIMP1_02,V$BLIMP1_08,V$BLIMP1_10,V$BLIMP1_Q6,V$BLIMP1_Q6_01,V$PRDM1_02,V$PRDM1_03,V$PRDM1_05,V$PRDM1_06,V$PRDM1_07,V$PRDM1_08,V$PRDM1_09	4.47265625	3.9115147412755715	1.186137661789337	0.7829333333333334	0.013672675217689783
ENSG00000059728	MAX dimerization protein 1	MXD1	V$EBOX_Q6_01	5.1328125	4.659296028880867	1.1016283292978206	0.8745	0.016825988681894857
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.078125	0.029332129963898914	2.6634615384615388	0.9868	0.019839166306688756
ENSG00000062370	zinc finger protein 112	ZNF112	V$ZNF228_01,V$ZNF228_03,V$ZNF228_04	0.8671875	0.6761432009626955	1.3684401901319745	0.8110666666666667	0.020003496874772504
ENSG00000063587	zinc finger protein 275	ZNF275	V$ZNF275_02	0.7109375	0.575361010830325	1.2356372549019605	0.7603	0.04924408327304501
ENSG00000064195	distal-less homeobox 3	DLX3	V$GCM2DLX3_01,V$TFAP4DLX3_01	8.4765625	7.858754512635379	1.1519437189325736	0.7562500000000001	0.007054736775304988
ENSG00000064703	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	DDX20	V$GEMIN3_01	35.375	30.796480144404335	1.1486702322514468	0.7764	7.315243020350947E-16
ENSG00000064835	POU class 1 homeobox 1	POU1F1	V$POU1F1_05,V$POU1F1_06,V$POU1F1_08	0.53125	0.4339651022864019	3.11227001836213	0.8125333333333334	0.05210545576847536
ENSG00000065029	zinc finger protein 76	ZNF76	V$ZNF76_03	13.6796875	12.36913357400722	1.105953575337468	0.6567	1.4426773695525694E-4
ENSG00000065978	Y box binding protein 1	YBX1	V$YB1_01,V$YB1_Q3,V$YB1_Q4	6.598958333333333	5.998044524669073	1.1097150263812123	0.8832333333333334	0.010627951379255396
ENSG00000066136	nuclear transcription factor Y, gamma	NFYC	V$NFYC_01,V$NFYC_Q5,V$NFY_01,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	2.6796875	2.3285198555956677	1.164602683033717	0.8109333333333334	0.01424812988528557
