ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_03,V$ZFX_04	0.6514423076923077	0.5068036656484309	1.526756691151638	0.7505	0.003576877182751461	NaN		X-linked,zinc finger protein	ZFX	7543	9.965733795	10.404884	889	7.682837	1066	10.333277	1112	8.34002	881	970.6753737	0.575836761	-1.061950186	0.124880204	0.48743501	-0.694394232	9.878642195	10.728805	896	8.846417	698	10.650802	1155	9.557321	1174	10.00862456	9.87408866	9.98184176	9.91535888	9.98128921	9.79425765	9.96249398	9.82956529	NM_001178084,NM_001178085,NM_001178086,NM_001178095,NM_001330327,NM_003410	1.418271206	0.061406873	-1.418271206	ZFX
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01,V$BEN_02	1.235576923076923	1.0885865037489586	1.5371536726804123	0.92745	0.0490334587970367	NaN		GTF2I repeat domain containing 1	GTF2IRD1	9569	9.269308958	14.360262	548	10.688629	663	13.467711	669	11.469211	555	560.1990694	0.349192713	-1.226346893	0.263462828	0.263865898	-1.117300416	8.975332628	15.978853	593	8.381599	298	14.392633	701	8.211342	471	9.26009283	9.13205024	9.21206705	9.18467735	9.29449316	8.74790423	9.20020376	8.73210905	NM_001199207,NM_005685,NM_016328	5.4977367	0.053472246	-5.4977367	GTF2IRD1
ENSG00000007968	E2F transcription factor 2	E2F2	V$E2F2_09,V$E2F2_11	4.9951923076923075	3.542071646764788	2.23878480812297	0.87955	1.925632517599735E-12	NaN		E2F transcription factor 2	E2F2	1870	5.586556447	0.284826	17	1.019801	96	0.156565	12	0.962147	71	102.4032714	0.011697093	3.256828423	0.610316472	0.005252567	2.791121976	7.292353672	1.4514	82	3.619677	191	1.717542	127	3.019687	258	5.4753331	6.35733665	5.21227712	6.30882859	6.47017516	7.23554094	6.6042381	7.07565947	NM_004091	2.933415762	0.581505441	2.933415762	E2F2
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	2.4158653846153846	2.2288947514579283	1.919437082231632	0.738125	0.010839739622475381	NaN		ZFP64 zinc finger protein	ZFP64	55734	8.289843222	7.906057	281	5.672522	314	7.476551	347	6.29392	289	292.8535416	0.372238307	-1.148249534	0.186542596	0.285016138	-1.069118807	8.09140991	7.976384	280	6.278057	206	7.724181	349	5.481521	285	8.31386471	8.12263929	8.27654785	8.25292502	8.2771226	8.04645899	8.23029592	7.92500308	NM_001319146,NM_018197,NM_022088,NM_199426,NM_199427	2.387507138	0.083113181	-2.387507138	ZFP64
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01	0.08173076923076923	0.03887808941960567	2.102232142857143	0.9531	0.014266467866366534	NaN		erythroid 2 like 3,nuclear factor	NFE2L3	9603	5.612641918	0.458489	19	1.422296	96	0.339553	19	1.2419	66	839.0065339	2.76E-27	33.19535203	0.45372457	8.33E-29	11.13651251	10.66984462	36.442059	1461	34.374256	1296	36.640614	1934	34.572525	2107	6.93475017	7.46566273	6.85409496	7.39546211	9.97234083	9.87857679	9.97761321	9.88843937	NM_004289	16.17769627	0.31260339	16.17769627	NFE2L3
ENSG00000067955	core-binding factor, beta subunit	CBFB	V$AML_Q6,V$PEBP2B_Q6,V$PEBP_Q6	1.1586538461538463	0.7622882532629824	1.7818990144761584	0.9213666666666667	2.996690277630665E-8	80.70121540427499	Q13951-2	core-binding factor beta subunit	CBFB	865	9.952402384	20.052294	699	27.759974	1561	8.991452	404	28.940189	1274	890.3193464	0.516043111	-1.254213841	0.408876562	0.42416141	-0.799222496	9.625474036	15.032365	507	24.665034	783	15.877404	704	26.655097	1366	9.71577818	10.12608692	9.08294464	10.15913393	9.41853545	9.80310993	9.46025841	9.87241802	NM_001755,NM_022845	0.652464389	0.50106696	-0.652464389	CBFB
ENSG00000068323	transcription factor binding to IGHM enhancer 3	TFE3	V$EBOX_Q6_01,V$TFE3_02,V$TFEA_Q6	0.18910256410256412	0.1319078033879478	7.375206855791963	0.9927	0.013677354255636506	4.687089870448351	P19532	transcription factor binding to IGHM enhancer 3	TFE3	7030	10.64922911	37.866823	1441	29.958196	1839	33.776632	1659	29.277509	1409	1687.475338	0.446835744	1.101546136	0.15111782	0.355841108	0.923318773	10.78870268	46.298767	1703	37.15212	1284	47.984612	2338	36.115034	2021	10.74473825	10.66350495	10.64773711	10.64083477	10.85496217	10.63681722	10.89075298	10.6170971	NM_001282142,NM_006521	2.907476737	0.047970657	2.907476737	TFE3
ENSG00000069011	paired-like homeodomain 1	PITX1	V$CUX1PITX1_01,V$ETV2PITX1_01,V$GCM1PITX1_02,V$MGAPITX1_01,V$PITX1FIGLA_01	0.7557692307692307	0.5815051374618161	2.659956357511503	0.82028	0.011175221816276427	NaN		paired like homeodomain 1	PITX1	5307	8.090759203	7.24381	193	8.434849	363	6.593959	227	8.990178	303	444.9287716	5.37E-10	2.262060333	0.180094143	6.19E-11	6.539010055	9.269676879	21.424017	552	22.057709	535	20.452702	694	19.820555	776	8.23843559	8.46310508	8.16920465	8.51042251	9.07506285	9.07191607	9.03320157	8.97821921	NM_002653	7.063353946	0.166906216	7.063353946	PITX1
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01,V$TEAD2_02,V$TEAD2_03	1.4054487179487178	1.2056836064056282	1.9320771450075653	0.8914666666666667	0.01901598459027912	NaN		TEA domain transcription factor 2	TEAD2	8463	8.901634292	17.919393	444	11.85641	475	17.095246	547	13.22535	415	407.8718438	0.004855141	-1.414630795	0.161637734	0.001961702	-3.095969986	8.398698096	9.894846	237	13.831971	312	11.821653	374	13.756141	501	8.89844776	8.66418292	8.85791557	8.75284335	8.3440465	8.58670278	8.48638653	8.58362902	NM_001256658,NM_001256659,NM_001256660,NM_001256661,NM_001256662,NM_003598	4.756607659	0.105734219	-4.756607659	TEAD2
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression)	RFX3	V$RFX3ETV7_01,V$RFX3FIGLA_02,V$RFX3HES7_01,V$RFX3SRF_01,V$RFX3_06,V$RFX3_07,V$RFX3_12,V$RFX3_13,V$RFX3_14	0.9428418803418803	0.7650652596500973	2.124882305677276	0.782388888888889	0.02894764060093855	NaN		regulatory factor X3	RFX3	5991	6.559880941	1.058072	111	0.301047	51	1.189695	160	0.334156	45	74.2900033	0.130155567	-1.736210146	0.457588187	0.081959555	-1.739427722	5.761140649	0.439565	45	0.394353	38	0.622338	83	0.401324	62	6.63825134	5.76797337	6.7382168	5.84819045	5.89070937	5.79375118	6.13934058	5.79789104	NM_001282116,NM_001282117,NM_002919,NM_134428	1.563572892	0.510843016	-1.563572892	RFX3
