ID	Gene symbol ID
ENSG00000010810	FYN
ENSG00000011465	DCN
ENSG00000041982	TNC
ENSG00000068028	RASSF1
ENSG00000069399	BCL3
ENSG00000082175	PGR
ENSG00000085117	CD82
ENSG00000087303	NID2
ENSG00000091831	ESR1
ENSG00000100985	MMP9
ENSG00000103275	UBE2I
ENSG00000111679	PTPN6
ENSG00000115053	NCL
ENSG00000115232	ITGA4
ENSG00000116962	NID1
ENSG00000119335	SET
ENSG00000120693	SMAD9
ENSG00000124762	CDKN1A
ENSG00000125730	C3
ENSG00000127824	TUBA4A
ENSG00000130956	HABP4
ENSG00000133226	SRRM1
ENSG00000141646	SMAD4
ENSG00000141736	ERBB2
ENSG00000143632	ACTA1
ENSG00000147168	IL2RG
ENSG00000147443	DOK2
ENSG00000166851	PLK1
ENSG00000166949	SMAD3
ENSG00000167193	CRK
ENSG00000169083	AR
ENSG00000169398	PTK2
ENSG00000172977	KAT5
ENSG00000178568	ERBB4
ENSG00000185591	SP1
ENSG00000186716	BCR
ENSG00000196591	HDAC2
ENSG00000197122	SRC
ENSG00000197561	ELANE
ENSG00000198959	TGM2
ENSG00000259207	ITGB3
