ID	Gene symbol ID
ENSG00000005001	PRSS22
ENSG00000007255	TRAPPC6A
ENSG00000019582	CD74
ENSG00000025423	HSD17B6
ENSG00000026036	RTEL1-TNFRSF6B
ENSG00000051523	CYBA
ENSG00000059377	TBXAS1
ENSG00000060982	BCAT1
ENSG00000062582	MRPS24
ENSG00000065621	GSTO2
ENSG00000066185	ZMYND12
ENSG00000083454	P2RX5
ENSG00000089820	ARHGAP4
ENSG00000092929	UNC13D
ENSG00000099866	MADCAM1
ENSG00000100206	DMC1
ENSG00000101353	MROH8
ENSG00000102904	TSNAXIP1
ENSG00000103599	IQCH
ENSG00000104205	SGK3
ENSG00000104901	DKKL1
ENSG00000106246	PTCD1
ENSG00000106526	ACTR3C
ENSG00000108187	PBLD
ENSG00000108515	ENO3
ENSG00000108932	SLC16A6
ENSG00000110375	UPK2
ENSG00000110455	ACCS
ENSG00000110693	SOX6
ENSG00000110944	IL23A
ENSG00000111215	PRR4
ENSG00000111254	AKAP3
ENSG00000112486	CCR6
ENSG00000113296	THBS4
ENSG00000113555	PCDH12
ENSG00000113971	NPHP3
ENSG00000118292	C1orf54
ENSG00000120820	GLT8D2
ENSG00000121454	LHX4
ENSG00000122787	AKR1D1
ENSG00000123329	ARHGAP9
ENSG00000124116	WFDC3
ENSG00000124257	NEURL2
ENSG00000125122	LRRC29
ENSG00000125388	GRK4
ENSG00000126947	ARMCX1
ENSG00000127249	ATP13A4
ENSG00000127415	IDUA
ENSG00000128346	C22orf23
ENSG00000128536	CDHR3
ENSG00000128573	FOXP2
ENSG00000129521	EGLN3
ENSG00000129535	NRL
ENSG00000130045	NXNL2
ENSG00000130635	COL5A1
ENSG00000130755	GMFG
ENSG00000130810	PPAN
ENSG00000130997	POLN
ENSG00000132016	C19orf57
ENSG00000132141	CCT6B
ENSG00000132330	SCLY
ENSG00000132837	DMGDH
ENSG00000133958	UNC79
ENSG00000134183	GNAT2
ENSG00000134259	NGF
ENSG00000134363	FST
ENSG00000135424	ITGA7
ENSG00000135517	MIP
ENSG00000136147	PHF11
ENSG00000137434	C6orf52
ENSG00000138400	MDH1B
ENSG00000138646	HERC5
ENSG00000139344	AMDHD1
ENSG00000139971	C14orf37
ENSG00000141294	LRRC46
ENSG00000141665	FBXO15
ENSG00000142178	SIK1
ENSG00000143450	OAZ3
ENSG00000144648	ACKR2
ENSG00000145088	EAF2
ENSG00000146678	IGFBP1
ENSG00000146856	AGBL3
ENSG00000147576	ADHFE1
ENSG00000147852	VLDLR
ENSG00000148200	NR6A1
ENSG00000149646	CNBD2
ENSG00000149926	FAM57B
ENSG00000150667	FSIP1
ENSG00000151376	ME3
ENSG00000151468	CCDC3
ENSG00000151575	TEX9
ENSG00000153237	CCDC148
ENSG00000153956	CACNA2D1
ENSG00000155465	SLC7A7
ENSG00000155970	MICU3
ENSG00000157470	FAM81A
