ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000009950	MLX interacting protein-like	MLXIPL	V$CHREB_Q6_01	0.054086888506120145	0.016118633139909737	3.3555505629196936	0.9434	0.013672067315715424	MLXIPL	10.6061685383818	149.045700519212	1.27257351817164	2.67711973045405	0.00742580934048878	0.015958579648937
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01	0.058247418391206306	0.02256608639587363	2.5811927407074564	0.9553	0.028631013746762763	NFE2L3	33.1953520323314	839.006533929077	0.453724569659687	11.1365125106828	8.33184643889368E-29	2.75978452419655E-27
ENSG00000057657	PR domain containing 1, with ZNF domain	PRDM1	V$BLIMP1_02,V$BLIMP1_08,V$BLIMP1_10,V$BLIMP1_Q4,V$BLIMP1_Q6,V$BLIMP1_Q6_01,V$PRDM1_02,V$PRDM1_03,V$PRDM1_05,V$PRDM1_06,V$PRDM1_07	2.73687220440759	2.392884356133872	1.9256424910651497	0.8353818181818183	0.010903886212935553	PRDM1	-9.24948112086676	35.523738078994	0.424574191563961	-7.55903797048733	4.06061364006246E-14	5.02694203636991E-13
ENSG00000069011	paired-like homeodomain 1	PITX1	V$ETV2PITX1_01,V$GCM1PITX1_02,V$PITX1FIGLA_01,V$PITX1TBX21_01	1.7370212270234737	1.4829142488716958	1.5262716742819655	0.7749999999999999	0.039671237111291266	PITX1	2.26206033285347	444.928771626095	0.180094142524562	6.53901005536373	6.19273620677914E-11	5.36544571071222E-10
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFATC3_01,V$NFAT_Q4_01	5.664561438544812	5.356221792392005	1.5615502658183555	0.92255	0.017864958655592976	NFATC3	-1.28826233068592	559.458438736391	0.13232590793037	-2.76156352993154	0.00575253237394964	0.0126954701723502
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09	0.20802649425430825	0.13217279174725982	1.573898012626498	0.7967	0.019832980951633807	MECOM	1.64117961533893	345.148189489001	0.281611299707033	2.53801300182784	0.0111483842581456	0.0228588426208055
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_01,V$RFX2_05,V$RFX2_07,V$RFX2_08,V$RFX_Q6_01	1.8023415462193264	1.5248226950354613	2.452354861570968	0.83786	0.02925181463154549	RFX2	-1.3516678893876	130.550806450803	0.229513730259393	-1.89418174805877	0.0582008899036062	0.0967144579366584
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFAT_Q4_01	1.6642119540344658	1.4861379754996775	1.5820529571869666	0.9861	0.022283640686059678	NFATC2	11.3469525667558	90.2258601486	0.334622433560942	10.4721998008032	1.15917447836475E-25	3.32287718798063E-24
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$BACH2_03,V$MAF_Q4,V$MAF_Q6_01	4.440672230681966	4.08983451536643	2.252998914108279	0.8877666666666668	0.017494125060206648	BACH2	-1.99873313912437	58.7442446136419	0.391084210963225	-2.55465660717008	0.0106292602299051	0.0218983675405164
ENSG00000117010	zinc finger protein 684	ZNF684	V$ZNF684_01,V$ZNF684_02	1.691255398287526	1.2491940683430045	2.179413818848632	0.7902	0.04361022578188856	ZNF684	-1.05340389057944	34.1265098462218	0.382673296157625	-0.196143012152353	0.844498231232787	0.888737278269257
ENSG00000119547	one cut homeobox 2	ONECUT2	V$ELK1ONECUT2_01,V$GCM2ONECUT2_01,V$TEAD4ONECUT2_01,V$TFAP2CONECUT2_01	1.8805595080589463	1.6908446163765314	2.411677384544741	0.7450249999999999	0.02362671758046023	ONECUT2	14.1954202726788	39.6856036821025	0.401018404583878	9.54408479404946	1.37314632713354E-21	3.07340994053169E-20
ENSG00000119950	MAX interactor 1, dimerization protein	MXI1	V$EBOX_Q6_01,V$MXI1_01	1.9034424224269202	1.7424242424242424	2.959114588711455	0.88645	0.02571974141664191	MXI1	-1.50217736059686	659.382100775458	0.538902478099926	-1.08935323986033	0.275998143323406	0.362183437149303
ENSG00000120149	msh homeobox 2	MSX2	V$MSX2_04	0.062407948276292466	0.029013539651837523	2.1509939505895472	0.9994	0.04944444288883376	MSX2	-1.02516567385113	64.0398288132436	0.197843193955024	-0.181239886674318	0.856179287949432	0.898066802874268
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_02	0.054086888506120145	0.02256608639587363	2.396821830656924	0.9262	0.04510571115621442	ZFP30	-1.0918153920002	168.273554128587	0.20972873255529	-0.60425168914626	0.545676320287436	0.631139387488417
ENSG00000120837	nuclear transcription factor Y, beta	NFYB	V$NFYB_01,V$NFY_Q6,V$NFY_Q6_01	1.6850146034598967	1.5215989684074789	1.8821462239202147	0.89	0.04482748582486995	NFYB	-1.41747132683933	544.947867609607	0.243310216551113	-2.06863303646426	0.0385805353651817	0.0676830255918619
ENSG00000124216	snail homolog 1 (Drosophila)	SNAI1	V$SNA_01,V$SNA_Q4,V$SNA_Q6	0.5852478705021205	0.44487427466150864	2.8108788356337695	0.9423333333333334	0.007499289794688811	SNAI1	1.01610567262688	24.9047562428613	0.892388573648515	0.0258300560116069	0.979392888611743	0.985209793532949
ENSG00000125740	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	V$AP1_01,V$FOSB_01,V$FOSB_02,V$JUNBFOSB_01,V$JUNFOSB_01	0.510913069888581	0.3816892327530626	2.0908520725730875	0.9202200000000001	0.011766751905926517	FOSB	2.14551353207937	13.385907637196	0.415385428798916	2.6513279572564	0.00801759479712853	0.0170641487887206
ENSG00000128604	interferon regulatory factor 5	IRF5	V$IRF5_Q3	0.09985271724206794	0.02256608639587363	4.424901841212782	0.9525	1.3742518539857268E-4	IRF5	-2.73959725016859	29.2644735746692	0.376152331079797	-3.86535905051789	1.10925894454256E-4	3.66245169957866E-4
ENSG00000133794	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	V$ARNTLBHLHA15_01,V$ARNTLIKE_Q6,V$BMAL1_Q6	0.1470053892730445	0.09133892112615516	4.046557369546586	0.8908666666666667	0.03317101021156163	ARNTL	-2.38509458635499	568.244931814866	0.227206876989665	-5.51940371407931	3.40151911455126E-8	2.07534660050769E-7
ENSG00000136866	ZFP37 zinc finger protein	ZFP37	V$ZFP37_04	0.16226066551836044	0.08381689232753063	1.9358945555305924	0.83	0.005855371342348653	ZFP37	-2.19842755005634	89.5256420747989	0.36581321761046	-3.10670017951039	0.00189188170096429	0.00470495137186267
ENSG00000140836	zinc finger homeobox 3	ZFHX3	V$AFP1_Q6	0.04576582873594781	0.016118633139909737	2.839312014778202	0.9035	0.03850365785229788	ZFHX3	-3.56070667410881	638.94636090076	0.266018822585312	-6.88734569850689	5.68429737754287E-12	5.6004381259603E-11
ENSG00000143390	regulatory factor X, 5 (influences HLA class II expression)	RFX5	V$RFX5_01,V$RFX5_02,V$RFX5_07,V$RFX5_08,V$RFX_Q6_01	5.908784542799371	5.370728562217924	1.668403480569183	0.7842	0.021847264435974012	RFX5	1.33263460633499	477.003847784251	0.158629854325902	2.61162229133723	0.00901137522010264	0.0189346157898585
ENSG00000152454	zinc finger protein 256	ZNF256	V$ZNF256_02,V$ZNF256_03	0.40357139885335797	0.3207607994842037	1.5163989455841558	0.8085	0.0410706544219424	ZNF256	-1.04418487300137	39.1945562621129	0.262863423858982	-0.237298757125587	0.812425026240972	0.863813356214046
ENSG00000156273	BTB and CNC homology 1, basic leucine zipper transcription factor 1	BACH1	V$BACH1_01,V$BACH1_02,V$MAF_Q4,V$MAF_Q6_01	3.3669088095059783	3.089136041263701	1.9533995869534713	0.885	0.02397684745811882	BACH1	1.19888031766698	1107.54290663769	0.355787948860638	0.735515761019335	0.462025444788587	0.552489776457898
ENSG00000157429	zinc finger protein 19	ZNF19	V$ZNF19_01,V$ZNF19_02	0.5346280902335722	0.30303030303030304	1.7800218084433925	0.84335	1.76436235733937E-5	ZNF19	-1.95111554404746	33.7450220979123	0.404498550139472	-2.38393738566935	0.0171285164368456	0.0332217928692665
ENSG00000164683	hairy/enhancer-of-split related with YRPW motif 1	HEY1	V$HEY1_01	0.033284239080689317	0.006447453255963894	5.162385481414914	0.988	0.022347006189443394	HEY1	1.7543938597426	14.52905426805	0.637981431816285	1.27115402950075	0.203673857163437	0.281879037519809
ENSG00000165804	zinc finger protein 219	ZNF219	V$ZNF219_01	11.820065403529794	7.81431334622824	1.5126172806002236	0.7822	4.801955929772929E-51	ZNF219	-2.46265657220431	195.640898421267	0.239326410462834	-5.43281223944521	5.54727689710016E-8	3.28315785779264E-7
ENSG00000167377	zinc finger protein 23	ZNF23	V$ZNF23_01,V$ZNF23_02	5.712407532223304	4.302063185041908	2.0045949106706455	0.8139000000000001	4.3941962664784263E-7	ZNF23	1.17254004382945	171.056402153975	0.189228013331833	1.21354755845549	0.224920542987209	0.306146668349341
ENSG00000167380	zinc finger protein 226	ZNF226	V$ZNF226_01,V$ZNF226_03	0.6282400126480109	0.5335267569310123	2.7254667251982188	0.8529	0.03102969850571756	ZNF226	-2.35502116657154	174.383663764296	0.246222439091409	-5.01879532661461	5.19965112825304E-7	2.6458686033594E-6
ENSG00000167637	zinc finger protein 283	ZNF283	V$ZNF283_01,V$ZNF283_02	0.4243740482787888	0.2852998065764023	1.7729513683036586	0.6998	0.015582339916175546	ZNF283	-1.14186811103758	61.6652396504399	0.302757492852425	-0.632176013896467	0.527271868961542	0.61416460271706
ENSG00000168036	catenin (cadherin-associated protein), beta 1, 88kDa	CTNNB1	V$BETACATENIN_Q3,V$BETACATENIN_Q3_01,V$BETACATENIN_Q6	0.4576582873594781	0.3685794111326026	1.5551005814409204	0.9614666666666668	0.04351627602843364	CTNNB1	-1.8211714730608	5749.43576535623	0.184708000940086	-4.68234598275804	2.83610265376462E-6	1.26589769823923E-5
ENSG00000170561	iroquois homeobox 2	IRX2	V$IRX2_01	0.0707290080464648	0.00967117988394584	7.313379432004461	0.9809	1.7670156789795872E-4	IRX2	-2.55594082150423	617.316153043562	0.285108857289208	-4.74855269799496	2.04877506918072E-6	9.37851648007697E-6
ENSG00000172466	zinc finger protein 24	ZNF24	V$ZNF24_01	0.35364504023232396	0.1257253384912959	2.8128382430786387	0.8369	1.946807033865255E-8	ZNF24	1.06162346115998	1202.63837065745	0.149034644554059	0.578873180898065	0.562674747605565	0.646924111917621
ENSG00000172819	retinoic acid receptor, gamma	RARG	V$DR4_Q2,V$RARG_05,V$T3R_Q6	5.5432126502298	5.102084676552762	2.9161679564760488	0.8718333333333333	0.028457948960739592	RARG	-1.14650996951552	398.654446466084	0.146218892001805	-1.34899736467341	0.177337812558865	0.250830987311365
ENSG00000176222	zinc finger protein 404	ZNF404	V$ZNF404_01,V$ZNF404_02,V$ZNF404_03	1.051227217631771	0.7414571244358479	1.5256083967235021	0.7631333333333333	1.412700499939107E-4	ZNF404	-3.1021324105888	24.0994293621694	0.411008716280523	-3.9737849894701	7.07394257233087E-5	2.42765275722713E-4
ENSG00000176472	zinc finger protein 575	ZNF575	V$ZNF575_01	8.491641495460863	5.560928433268859	1.5270186619663535	0.7504	1.0894034221609322E-38	ZNF575	-6.43262614619735	39.1615044450017	0.335620383279786	-8.00132524068282	1.23087190311528E-15	1.75605339064541E-14
ENSG00000179588	zinc finger protein, FOG family member 1	ZFPM1	V$ZFPM1_01	0.42021351839370263	0.2578981302385558	1.629377917571582	0.8351	6.782023039239986E-4	ZFPM1	-2.01870736371161	67.9769359887449	0.307479123802061	-3.29593689818054	9.80940456562545E-4	0.00261084001310432
ENSG00000179627	zinc finger and BTB domain containing 42	ZBTB42	V$ZBTB42_01,V$ZBTB42_02	1.1836707523070138	1.0025789813023858	1.9725672392783489	0.8794	0.005996759540955957	ZBTB42	-1.42514384966447	50.2644471152068	0.377243765930236	-1.35484690275769	0.175466339602964	0.248525349741444
ENSG00000183647	zinc finger protein 530	ZNF530	V$ZNF530_01,V$ZNF530_02	1.4749078442630454	1.3104448742746615	1.6305662007465331	0.8209	0.024229073260050263	ZNF530	1.34595424855789	56.0663942334451	0.458109185728037	0.935648933260851	0.3494539714108	0.440157387784731
ENSG00000185022	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	V$MAF_Q6_01	0.058247418391206306	0.02256608639587363	2.5811927407074564	0.9553	0.028631013746762763	MAFF	1.46719175678136	429.390434454387	0.294765574804243	1.87626197139376	0.0606193161906399	0.100113841937623
ENSG00000185219	zinc finger protein 445	ZNF445	V$ZNF445_03	0.5450294149462875	0.33204384268214054	1.6414381021003728	0.8876	1.007130974054113E-4	ZNF445	-1.33290283361698	271.696735789579	0.163535613993082	-2.53505401108929	0.0112429989754074	0.0230322089771444
