ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000001167	nuclear transcription factor Y, alpha	NFYA	V$NFYA_Q5,V$NFY_Q6,V$NFY_Q6_01	3.457400334506603	3.2065334192993773	1.0871045388094593	0.8131	0.05286021434492503
ENSG00000005513	SRY (sex determining region Y)-box 8	SOX8	V$SOX8_06	0.29955815172620387	0.22243713733075435	1.3467092560212817	0.7641	0.04611262749410022
ENSG00000005801	zinc finger protein 195	ZNF195	V$ZNF195_02	2.4131073333499753	2.2179239200515797	1.0880027540772708	0.7975	0.07117364139417226
ENSG00000005889	zinc finger protein, X-linked	ZFX	V$ZFX_01,V$ZFX_03,V$ZFX_04,V$ZFX_05	6.71509523452907	5.618149580915539	1.4605165069822132	0.7993500000000001	0.0025533537335863167
ENSG00000006194	zinc finger protein 263	ZNF263	V$FPM315_01,V$FPM315_02,V$FPM315_03,V$ZNF263_01,V$ZNF263_02	9.387819632708423	7.613152804642167	1.354438892700552	0.78802	9.588927502930604E-9
ENSG00000006468	ets variant 1	ETV1	V$ER81_03,V$FOXO1ETV1_01,V$GCM1ETV1_01,V$TFAP4ETV1_01	16.445534503274338	14.46969696969697	1.1546453629070206	0.74265	1.060107081912997E-5
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01,V$BEN_02	3.952503390831856	3.3849129593810443	1.7651709669021385	0.9266	0.03331636653583761
ENSG00000007372	paired box 6	PAX6	V$PAX_Q6	0.14561854597801577	0.1031592520954223	1.4115897800743904	0.8735	0.09837781900650516
ENSG00000007866	TEA domain family member 3	TEAD3	V$TEAD3_02	0.7655374988558542	0.5254674403610573	1.4568695223624908	0.9302	2.813071328110903E-4
ENSG00000008196	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	V$AP2BETA_Q3,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2B_02,V$TFAP2B_03,V$TFAP2B_04	17.991171355583848	14.368955512572532	1.2523773831373621	0.8040625000000001	2.928329757710116E-6
ENSG00000008197	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	TFAP2D	V$AP2_Q4	28.778385215141	23.156028368794328	1.242803159367498	0.8648	3.164928030404521E-38
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor)	NFIX	V$MYOGNF1_01,V$NF1FAMILY_Q4,V$NF1_Q6_02,V$NFIX_02,V$NFIX_03	3.681236842324238	3.141843971631206	1.2443810955106893	0.87302	0.0033243042212523417
ENSG00000009950	MLX interacting protein-like	MLXIPL	V$CHREB_Q6_01	0.054086888506120145	0.016118633139909737	3.3555505629196936	0.9434	0.013672067315715424
ENSG00000010030	ets variant 7	ETV7	V$ELK1ETV7_01,V$ERFETV7_01,V$ETS_Q4,V$ETV2ETV7_01,V$ETV5ETV7_01,V$ETV7TBX21_01,V$ETV7_01,V$FLI1ETV7_01,V$GCM1ETV7_01,V$HOXB2ETV7_01,V$RFX3ETV7_01,V$TEAD4ETV7_01,V$TFAP2CETV7_01	5.99212315680525	5.369736646332391	1.1632471947523368	0.7129153846153845	0.010640565775171825
ENSG00000010818	human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	V$MIBP1_Q6	11.603717849505312	10.051579626047712	1.1544173434626515	0.8046	2.0401026978702075E-8
ENSG00000012223	lactotransferrin	LTF	V$LTF_Q6	4.351914259800128	3.9845261121856863	1.0922037244255662	0.8739	0.01893914825418818
ENSG00000012504	nuclear receptor subfamily 1, group H, member 4	NR1H4	V$FXRRXR_Q5,V$FXR_02	3.8193664345090994	2.9529335912314636	1.4325587773377007	0.8185	0.01354130744480358
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_01,V$ZNF582_04	3.86721252818759	3.3816892327530628	1.6767901426494571	0.7604500000000001	2.2058087027649448E-4
ENSG00000019549	snail homolog 2 (Drosophila)	SNAI2	V$SLUG_02,V$SLUG_Q6,V$SLUG_Q6_01,V$SLUG_Q6_02,V$SNAI2_01	2.1776213418540986	1.8794326241134751	1.1975545791024016	0.9060599999999999	0.012501270871041553
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	5.8476247534886046	4.600257898130239	1.3327897532371835	0.6810750000000001	0.0035581262734995936
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_Q3,V$AML2_Q3_01,V$RUNX3_01,V$RUNX3_02	12.008329380829942	10.311895551257255	1.1547168241240693	0.756225	3.384317314802785E-5
ENSG00000025156	heat shock transcription factor 2	HSF2	V$HSF2_Q6	0.11649483678241261	0.06447453255963895	1.8068349184952195	0.8848	0.028895704209026724
