ID	Transpath ID	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Z-Score	Average Intensity	Description	Ensembl ID	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	UniProt ID	abs_zscore	sd_mcf10a	zscore
ENSG00000025156	MO000084504,MO000084506	0.041	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000007830","MO000019469","MO000019780","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000088314","MO000100895","MO000102071"]	HSF2A(h),HSF2B(h)	9.428783	244	30823	14	0.22319984	1.6051303	NaN	heat shock transcription factor 2	ENSG00000025156	HSF2	3298	7.628797946	6.343712	191	4.070099	199	5.851985	225	4.254574	163	256.723512	8.21752E-4	1.597707884	0.18566682	2.71634E-4	3.640950265	8.301604489	7.562375	218	14.910926	301	8.905664	332	10.834862	480	7.8993761	7.66310872	7.82554484	7.69436699	7.97547475	8.27533812	8.09743271	8.26689612	NM_001135564,NM_001243094,NM_004506		6.060904842	0.111007607	6.060904842
ENSG00000033800	MO000079236	0.031	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	PIAS1-isoform1(h)	7.899783	115	76848	16	0.42724228	1.7762182	2.469548292043112	protein inhibitor of activated STAT 1	ENSG00000033800	PIAS1	8554	10.14675394	15.052029	1063	10.578957	1209	15.643192	1427	8.876501	795	879.7488544	5.43E-6	-1.812271525	0.176253388	1.13E-6	-4.866851839	9.289678055	7.978193	546	8.677272	559	8.120329	732	7.18784	748	10.08320282	9.90076822	10.11744676	9.74628329	9.48901681	9.5292538	9.50232263	9.38705458	NM_001320687,NM_016166	O75925	4.972231261	0.17237249	-4.972231261
ENSG00000034152	MO000009403,MO000078695	0.028	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MKK3(h),MKK3-isoform1(h)	9.966491	116	86067	16	0.4587236	1.90065	168.70007706867136	mitogen-activated protein kinase kinase 3	ENSG00000034152	MAP2K3	5606	7.756800165	7.791975	203	6.184956	258	7.246056	243	4.46164	155	519.3467542	3.93E-30	3.802121798	0.164404054	1.01E-31	11.71993452	9.683708655	25.049352	633	33.143173	782	25.642194	855	30.725236	1166	8.31260148	8.2379101	8.2560641	8.04907785	9.22949868	9.45160819	9.25256576	9.37941379	NM_001316332,NM_002756,NM_145109	P46734	16.84349011	0.114400785	16.84349011
ENSG00000050748	MO000030859,MO000256146	0.006	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	JNK2(h),JNK2-Alpha-1(h)	9.701454	119	80916	16	0.6311697	1.9140314	25.2930196772052	mitogen-activated protein kinase 9	ENSG00000050748	MAPK9	5601	10.14633045	18.295283	819	19.895377	1472	18.585369	1111	19.911538	1127	1023.105731	0.082086267	-1.241423929	0.157949384	0.048235233	-1.975290129	9.834310831	15.77759	694	20.654114	833	15.155543	909	21.104529	1412	9.96533176	10.17793985	10.00779312	10.15383302	9.7959196	9.9697139	9.79101229	10.01275665	NM_001135044,NM_001308244,NM_002752,NM_139068,NM_139069,NM_139070	P45984-2	2.959376056	0.105434258	-2.959376056
ENSG00000055332	MO000008180,MO000094946	0.017	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	PKR(h),PKR-isoform1(h)	9.739259	78	74081	16	0.44076443	2.2472003	176.43568744078314	eukaryotic translation initiation factor 2 alpha kinase 2	ENSG00000055332	EIF2AK2	5610	9.636419086	14.560154	668	11.042216	866	13.895798	870	12.798125	744	907.9509168	6.35E-5	1.282965864	0.083420233	1.64E-5	4.309299679	9.994374975	20.656974	832	22.907373	874	21.383344	1143	21.149553	1429	9.72432209	9.65884866	9.73193408	9.73084206	9.87635387	9.94275975	9.91229722	9.95542313	NM_001135651,NM_001135652,NM_002759	P19525	10.15403025	0.035252592	10.15403025
ENSG00000065559	MO000021423,MO000041374	0.016	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MKK4(h),MKK4-isoform1(h)	9.963947	105	87113	16	0.5127777	1.9343458	75.88203796148865	mitogen-activated protein kinase kinase 4	ENSG00000065559	MAP2K4	6416	9.413019449	13.197108	570	9.454052	661	13.792525	770	12.445938	682	766.2460183	0.049881043	1.249182764	0.145353939	0.027223624	2.208296317	9.732641666	16.228235	679	17.234924	679	20.665936	1129	17.084879	1087	9.4875393	9.33299079	9.52568955	9.55409636	9.601479	9.62524534	9.80216632	9.61966527	NM_001281435,NM_003010	P45985	3.242515872	0.098572291	3.242515872
ENSG00000068024	MO000059566	0.02	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	HDAC4-isoform1(h)	7.8496437	105	74402	16	0.38730857	1.8837763	NaN	histone deacetylase 4	ENSG00000068024	HDAC4	9759	7.701645743	1.740722	175	1.363792	221	2.018396	261	1.337149	170	247.6507604	0.005335055	1.37730523	0.150705497	0.002179794	3.06457512	8.165548054	2.489158	242	2.76772	253	2.74529	351	2.332405	344	7.81563516	7.73111058	7.93344749	7.71359413	8.05045009	8.1121269	8.13294666	7.96853588	NM_006037		4.619449767	0.100423716	4.619449767
ENSG00000069956	MO000137417	0.019	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	ERK3(h)	9.25615	89	82197	16	0.41134635	1.9339043	19.093763527640075	mitogen-activated protein kinase 6	ENSG00000069956	MAPK6	5597	10.67097723	24.130247	1137	28.146984	2146	24.234156	1475	29.288574	1750	1520.912893	0.255014608	-1.155116017	0.155461259	0.180832293	-1.338196797	10.46297569	25.528685	1166	27.119402	1165	27.420212	1648	28.043581	1947	10.48095161	10.7359147	10.48537254	10.76720252	10.468852	10.49150714	10.52795693	10.52223839	NM_002748	Q16659	1.337674868	0.15549484	-1.337674868
ENSG00000076984	MO000022227	0.013	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MKK7(h)	8.948257	42	86767	16	0.55214185	1.9601766	1.814476068441582	mitogen-activated protein kinase kinase 7	ENSG00000076984	MAP2K7	5609	9.017388483	12.002398	470	8.648077	549	13.081037	665	7.51437	373	562.5177413	0.40374483	1.17020191	0.225367997	0.314336019	1.006165387	9.245141757	15.575613	592	14.282188	509	16.036714	800	9.915446	573	9.13517556	8.9816762	9.21396519	8.86305288	9.29999049	9.19312932	9.32233906	8.89483733	NM_001297555,NM_001297556,NM_145185	O14733	1.452619282	0.156788001	1.452619282
ENSG00000078043	MO000060747,MO000082840,MO000082846	0.026	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	PIAS2(h),PIAS2-alpha(h),PIAS2-beta(h)	9.196079	93	78180	16	0.48845363	2.123014	5.386041647715712	protein inhibitor of activated STAT 2	ENSG00000078043	PIAS2	9063	8.700572252	3.034765	321	3.741816	508	2.864867	390	2.985155	432	383.215197	0.168617532	-1.187287986	0.155622493	0.11150184	-1.5914789	8.452826751	2.519616	261	4.134165	336	2.692262	365	3.207195	505	8.58828233	8.68986762	8.53795246	8.75589168	8.38709927	8.61681179	8.43424567	8.55831019	NM_001324046,NM_001324047,NM_001324048,NM_001324049,NM_001324051,NM_001324052,NM_001324053,NM_001324054,NM_001324055,NM_001324057,NM_001324058,NM_001324059,NM_001324060,NM_004671,NM_173206,NR_136684,NR_136685	O75928-3	2.521107125	0.098268534	-2.521107125
